,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.0,0.05,3.782,11.497,33.2745,16.4755,45.2631,[],23632704,0.0,23632704,0.0,23632704,50.0
1,1,0.0,0.05,3.091,22.6782,53.0571,27.2548,59.4442,[],23632704,0.0,23632704,0.0,23632704,50.0
2,2,0.0,0.05,2.773,28.9826,61.1701,31.4676,63.8548,[],23632704,0.0,23632704,0.0,23632704,50.0
3,3,0.0,0.05,2.547,33.5022,66.2268,35.5716,68.0281,[],23632704,0.0,23632704,0.0,23632704,50.0
4,4,0.0,0.05,2.373,37.5296,69.9277,37.0945,69.5411,[],23632704,0.0,23632704,0.0,23632704,50.0
5,5,0.0,0.05,2.239,40.2122,72.8389,41.07,72.6563,[],23632704,0.0,23632704,0.0,23632704,50.0
6,6,0.0,0.05,2.134,42.5643,74.9197,40.9217,71.0542,[],23632704,0.0,23632704,0.0,23632704,50.0
7,7,0.0,0.05,2.033,44.9824,76.9473,44.8774,76.2559,[],23632704,0.0,23632704,0.0,23632704,50.0
8,8,0.0,0.05,1.952,46.7871,78.4159,45.2235,77.0174,[],23632704,0.0,23632704,0.0,23632704,50.0
9,9,0.0,0.05,1.877,48.5238,79.9928,47.1717,77.8085,[],23632704,0.0,23632704,0.0,23632704,50.0
10,10,0.0,0.05,1.806,50.0348,80.9783,48.3287,78.837,[],23632704,0.0,23632704,0.0,23632704,50.0
11,11,0.0,0.05,1.754,51.3323,82.088,49.7429,79.0249,[],23632704,0.0,23632704,0.0,23632704,50.0
12,12,0.0,0.05,1.691,52.8776,83.1046,48.21,78.7678,[],23632704,0.0,23632704,0.0,23632704,50.0
13,13,0.0,0.05,1.631,54.0449,84.0325,49.9604,80.2017,[],23632704,0.0,23632704,0.0,23632704,50.0
14,14,0.0,0.05,1.583,55.1431,84.8681,52.235,81.428,[],23632704,0.0,23632704,0.0,23632704,50.0
15,15,0.0,0.05,1.539,56.3807,85.6146,51.1274,79.46,[],23632704,0.0,23632704,0.0,23632704,50.0
16,16,0.0,0.05,1.498,57.4229,86.4047,51.968,80.5775,[],23632704,0.0,23632704,0.0,23632704,50.0
17,17,0.0,0.05,1.455,58.5254,86.9757,52.6305,81.0225,[],23632704,0.0,23632704,0.0,23632704,50.0
18,18,0.0,0.05,1.409,59.4957,87.6475,53.8865,82.1499,[],23632704,0.0,23632704,0.0,23632704,50.0
19,19,0.0,0.05,1.373,60.8364,88.2465,54.7172,82.9608,[],23632704,0.0,23632704,0.0,23632704,50.0
20,20,0.0,0.05,1.334,61.4466,88.764,53.0063,81.8038,[],23632704,0.0,23632704,0.0,23632704,50.0
21,21,0.0,0.05,1.295,62.3865,89.4565,54.0249,82.14,[],23632704,0.0,23632704,0.0,23632704,50.0
22,22,0.0,0.05,1.266,63.3344,89.8334,55.2809,82.9806,[],23632704,0.0,23632704,0.0,23632704,50.0
23,23,0.0,0.05,1.226,64.3071,90.4064,53.1151,81.7247,[],23632704,0.0,23632704,0.0,23632704,50.0
24,24,0.0,0.05,1.194,64.9393,90.9299,55.36,83.0696,[],23632704,0.0,23632704,0.0,23632704,50.0
25,25,0.0,0.05,1.161,65.7465,91.3131,56.1115,83.3564,[],23632704,0.0,23632704,0.0,23632704,50.0
26,26,0.0,0.05,1.128,66.4826,91.718,54.6677,82.4565,[],23632704,0.0,23632704,0.0,23632704,50.0
27,27,0.0,0.05,1.102,67.4912,92.0676,55.7358,83.8904,[],23632704,0.0,23632704,0.0,23632704,50.0
28,28,0.0,0.05,1.065,68.3068,92.5843,58.5146,85.1266,[],23632704,0.0,23632704,0.0,23632704,50.0
29,29,0.0,0.05,1.041,68.6517,93.0962,56.2006,83.3465,[],23632704,0.0,23632704,0.0,23632704,50.0
