,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.898,29.572,82.271,19.2476,71.4868,"[10, 25, 56]",34541,94.7,486688,25.9,619832,52.8
1,1,0.1,0.05,1.766,33.836,86.8386,35.2608,88.1967,"[10, 25, 55]",34040,94.8,478800,27.1,609750,53.6
2,2,0.1,0.05,1.686,37.104,88.4511,32.7926,87.2214,"[10, 25, 55]",34040,94.8,478800,27.1,609750,53.6
3,3,0.1,0.05,1.716,35.864,88.1214,34.4845,88.1171,"[10, 24, 55]",33989,94.8,476208,27.5,606412,53.8
4,4,0.1,0.05,1.773,34.074,86.8346,32.9419,85.2409,"[10, 24, 55]",33989,94.8,476208,27.5,606412,53.8
5,5,0.1,0.05,1.857,31.02,84.4789,31.4391,86.9526,"[10, 24, 55]",33989,94.8,476208,27.5,606412,53.8
6,6,0.1,0.05,1.737,35.12,87.7558,32.2552,89.2217,"[10, 24, 55]",33989,94.8,476208,27.5,606412,53.8
7,7,0.1,0.05,1.706,36.098,88.4591,30.6827,88.1668,"[10, 24, 55]",33989,94.8,476208,27.5,606412,53.8
8,8,0.1,0.05,1.667,38.182,89.2703,39.0326,88.8336,"[10, 24, 55]",33989,94.8,476208,27.5,606412,53.8
9,9,0.1,0.05,1.635,39.24,89.7379,38.0374,90.4757,"[10, 24, 55]",33989,94.8,476208,27.5,606412,53.8
10,10,0.1,0.05,1.595,41.226,90.3053,39.1521,90.6747,"[10, 22, 55]",33887,94.8,471072,28.2,599808,54.3
11,11,0.1,0.05,1.682,38.006,88.8008,36.465,88.3061,"[10, 22, 55]",33887,94.8,471072,28.2,599808,54.3
12,12,0.1,0.05,1.559,43.024,90.9027,48.0593,92.4064,"[10, 22, 55]",33887,94.8,471072,28.2,599808,54.3
13,13,0.1,0.05,1.488,46.16,92.0876,43.4017,90.5255,"[10, 22, 55]",33887,94.8,471072,28.2,599808,54.3
14,14,0.1,0.05,1.548,43.846,90.8268,30.1453,88.3659,"[10, 22, 55]",33887,94.8,471072,28.2,599808,54.3
15,15,0.1,0.05,1.536,44.15,91.5062,48.3877,93.4315,"[10, 22, 55]",33887,94.8,471072,28.2,599808,54.3
16,16,0.1,0.05,1.486,46.274,91.9917,44.3969,90.3961,"[10, 22, 55]",33887,94.8,471072,28.2,599808,54.3
17,17,0.1,0.05,1.552,43.58,90.8148,41.67,91.2719,"[10, 22, 55]",33887,94.8,471072,28.2,599808,54.3
18,18,0.1,0.05,1.529,44.522,91.0726,47.0541,92.5358,"[10, 22, 55]",33887,94.8,471072,28.2,599808,54.3
19,19,0.1,0.05,1.483,46.31,91.9897,44.5462,90.8937,"[10, 21, 55]",33836,94.8,468528,28.6,596542,54.6
20,0,0.1,0.05,1.373,50.5195,93.3684,54.2794,94.3073,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
21,1,0.1,0.05,1.328,52.3577,93.8139,55.2349,94.7054,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
22,2,0.1,0.05,1.31,52.8613,93.9858,55.7922,94.7253,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
23,3,0.1,0.05,1.298,53.3907,94.2295,56.2998,94.795,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
24,4,0.1,0.05,1.289,53.8323,94.2675,56.5287,94.8348,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
25,5,0.1,0.05,1.277,54.138,94.3434,56.1604,94.8348,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
26,6,0.1,0.05,1.27,54.5217,94.4313,56.9964,94.8746,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
27,7,0.1,0.05,1.268,54.4258,94.3454,56.9964,94.8149,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
28,8,0.1,0.05,1.265,54.6675,94.4273,57.1855,94.9144,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
29,9,0.1,0.05,1.256,54.9712,94.5352,57.8025,94.8746,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
30,10,0.1,0.05,1.254,55.205,94.4653,58.1807,95.0936,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
31,11,0.1,0.05,1.247,55.3469,94.5692,57.8125,95.1035,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
32,12,0.1,0.05,1.244,55.2769,94.5872,58.0712,95.0637,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
33,13,0.1,0.05,1.244,55.6086,94.6232,57.4045,95.0537,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
34,14,0.1,0.05,1.24,55.8624,94.8669,57.6134,95.1334,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
35,15,0.1,0.05,1.237,55.7425,94.781,58.4196,95.3225,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
36,16,0.1,0.05,1.232,55.7445,94.6611,58.2405,95.3026,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
37,17,0.1,0.05,1.234,55.6785,94.7031,57.4841,94.9941,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
38,18,0.1,0.05,1.226,56.1821,94.8509,57.9021,95.3025,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
39,19,0.1,0.05,1.229,55.8624,94.825,58.0215,95.3722,"[10, 21, 55]",33836,94.8,240330,63.4,357646,72.8
