,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.888,25.602,82.3889,30.7524,86.4948,"[13, 28, 40, 36, 53, 49, 55, 60, 60, 56, 68, 59, 60, 63, 74]",845510,97.5,12597900,62.5,15868403,76.4
1,1,0.1,0.05,1.72,34.086,87.7198,28.3838,84.1361,"[13, 28, 40, 36, 52, 49, 55, 60, 60, 56, 67, 59, 60, 63, 74]",844740,97.5,12569868,62.6,15832883,76.5
2,2,0.1,0.05,1.643,38.146,89.0545,23.2484,74.1939,"[13, 28, 40, 36, 51, 49, 54, 60, 60, 56, 67, 59, 60, 63, 74]",844226,97.5,12552300,62.7,15810499,76.5
3,3,0.1,0.05,1.613,39.21,90.0935,20.5713,61.9029,"[13, 28, 40, 36, 51, 48, 53, 60, 60, 56, 67, 59, 59, 63, 74]",843199,97.5,12508756,62.8,15755423,76.6
4,4,0.1,0.05,1.567,41.174,90.663,26.4232,80.7623,"[13, 28, 40, 36, 50, 48, 53, 60, 60, 56, 67, 59, 59, 63, 74]",842942,97.5,12502316,62.8,15747171,76.6
5,5,0.1,0.05,1.532,43.53,91.1665,41.9287,91.4311,"[13, 28, 40, 36, 49, 47, 53, 59, 60, 56, 67, 58, 59, 63, 74]",841402,97.5,12451260,63.0,15682491,76.7
6,6,0.1,0.05,1.488,45.928,91.624,23.6565,73.9252,"[13, 28, 40, 36, 49, 46, 53, 59, 60, 56, 66, 58, 59, 62, 74]",836535,97.5,12399300,63.1,15616839,76.8
7,7,0.1,0.05,1.469,46.534,91.9497,32.8722,87.6891,"[13, 28, 40, 36, 49, 46, 53, 59, 60, 56, 66, 58, 58, 62, 74]",836022,97.5,12377884,63.2,15589835,76.8
8,8,0.1,0.05,1.469,47.002,91.7439,35.2807,81.8471,"[13, 28, 40, 36, 49, 46, 53, 59, 59, 55, 66, 58, 58, 62, 74]",834996,97.5,12335084,63.3,15535875,76.9
9,9,0.1,0.05,1.475,46.484,91.7399,29.4287,84.992,"[13, 28, 40, 36, 49, 46, 53, 59, 58, 55, 66, 58, 58, 62, 74]",834483,97.5,12313668,63.4,15508871,76.9
10,10,0.1,0.05,1.411,48.66,92.5072,34.1859,86.0669,"[13, 28, 39, 36, 48, 46, 52, 59, 58, 55, 66, 58, 58, 62, 74]",833840,97.5,12292732,63.4,15482139,77.0
11,11,0.1,0.05,1.376,50.254,93.0607,32.9817,81.8571,"[13, 28, 39, 36, 48, 45, 52, 59, 58, 55, 66, 58, 58, 62, 74]",833583,97.5,12281764,63.5,15468247,77.0
12,12,0.1,0.05,1.389,50.05,93.0487,37.3408,84.7532,"[13, 28, 39, 36, 48, 45, 52, 59, 58, 55, 66, 57, 58, 62, 74]",833070,97.5,12260364,63.5,15441267,77.0
13,13,0.1,0.05,1.334,51.84,93.6961,44.7353,90.5454,"[13, 28, 38, 36, 48, 45, 52, 59, 58, 55, 66, 57, 58, 62, 74]",832941,97.5,12256932,63.5,15436823,77.0
14,14,0.1,0.05,1.345,51.582,93.4583,21.6859,66.0629,"[13, 28, 38, 36, 48, 45, 51, 59, 58, 55, 66, 57, 58, 62, 74]",832684,97.5,12245868,63.6,15422787,77.1
15,15,0.1,0.05,1.34,51.698,93.5941,50.6071,93.2823,"[13, 28, 38, 36, 48, 45, 51, 59, 58, 55, 66, 57, 58, 62, 74]",832684,97.5,12245868,63.6,15422787,77.1
16,16,0.1,0.05,1.309,52.74,94.0018,36.674,85.4001,"[13, 28, 38, 36, 48, 44, 51, 59, 58, 55, 66, 57, 58, 62, 74]",832427,97.5,12234916,63.6,15408919,77.1
17,17,0.1,0.05,1.272,54.616,94.3854,41.6401,85.4498,"[13, 28, 38, 36, 48, 44, 51, 59, 58, 55, 66, 57, 58, 61, 74]",828330,97.5,12215500,63.7,15384403,77.1
18,18,0.1,0.05,1.287,54.072,94.1856,43.123,89.799,"[13, 28, 37, 36, 48, 44, 51, 59, 57, 55, 66, 57, 57, 61, 74]",827175,97.5,12169284,63.8,15326023,77.2
