,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.957,27.88,79.9632,27.7568,82.8324,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
1,1,0.1,0.05,1.908,30.106,82.5927,30.7524,82.0163,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
2,2,0.1,0.05,1.786,34.574,86.3131,25.1095,82.9518,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
3,3,0.1,0.05,1.835,32.24,84.9125,26.8511,82.713,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
4,4,0.1,0.05,1.728,36.09,87.5819,32.0959,82.3447,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
5,5,0.1,0.05,1.684,37.514,88.8247,38.1668,90.8439,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
6,6,0.1,0.05,1.696,36.684,88.499,33.2504,83.8276,"[10, 24, 57]",34991,94.7,492000,25.1,626600,52.3
7,7,0.1,0.05,1.707,36.402,88.1414,41.0529,91.3117,"[10, 24, 57]",34991,94.7,492000,25.1,626600,52.3
8,8,0.1,0.05,1.643,39.066,89.4202,39.3611,90.9833,"[10, 24, 57]",34991,94.7,492000,25.1,626600,52.3
9,9,0.1,0.05,1.628,39.682,89.608,37.3905,91.3714,"[10, 24, 57]",34991,94.7,492000,25.1,626600,52.3
10,10,0.1,0.05,1.591,40.87,90.4532,38.953,86.0868,"[10, 24, 57]",34991,94.7,492000,25.1,626600,52.3
11,11,0.1,0.05,1.546,43.032,91.1585,40.6549,90.3861,"[10, 23, 56]",34439,94.8,481520,26.7,613180,53.3
12,12,0.1,0.05,1.531,43.864,91.2824,42.4463,92.2969,"[10, 23, 56]",34439,94.8,481520,26.7,613180,53.3
13,13,0.1,0.05,1.542,43.2,91.0446,38.5848,89.4208,"[10, 22, 56]",34388,94.8,478960,27.0,609890,53.5
14,14,0.1,0.05,1.51,44.1,91.5781,48.1489,92.8543,"[10, 21, 56]",34337,94.8,476416,27.4,606624,53.8
15,15,0.1,0.05,1.454,46.834,92.3214,35.9873,86.6839,"[10, 21, 56]",34337,94.8,476416,27.4,606624,53.8
16,16,0.1,0.05,1.453,47.036,92.3094,46.9546,92.4363,"[10, 21, 56]",34337,94.8,476416,27.4,606624,53.8
17,17,0.1,0.05,1.464,46.632,92.2135,43.3121,91.0629,"[10, 21, 56]",34337,94.8,476416,27.4,606624,53.8
18,18,0.1,0.05,1.469,46.4,92.0237,40.7544,88.2763,"[10, 19, 56]",34235,94.8,471376,28.2,600164,54.3
19,19,0.1,0.05,1.491,45.33,91.624,37.0223,89.2416,"[10, 19, 55]",33734,94.9,463488,29.4,590082,55.1
20,0,0.1,0.05,1.51,44.6471,91.5062,49.4128,93.0036,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
21,1,0.1,0.05,1.433,47.896,92.4053,51.4431,93.7102,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
22,2,0.1,0.05,1.399,49.1908,93.1066,53.0155,94.1182,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
23,3,0.1,0.05,1.372,50.1139,93.3264,53.6226,94.4665,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
24,4,0.1,0.05,1.35,51.063,93.6321,53.7918,94.6954,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
25,5,0.1,0.05,1.339,51.5525,93.744,54.8965,94.586,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
26,6,0.1,0.05,1.325,52.1579,93.9078,55.1453,94.8647,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
27,7,0.1,0.05,1.31,52.6195,94.0517,55.8519,94.8348,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
28,8,0.1,0.05,1.303,52.8872,94.1576,56.1505,94.9045,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
29,9,0.1,0.05,1.293,53.077,94.2096,56.4889,94.7751,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
30,10,0.1,0.05,1.292,53.2669,94.2535,56.3197,94.8148,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
31,11,0.1,0.05,1.283,53.6465,94.1996,56.7974,95.0538,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
32,12,0.1,0.05,1.273,53.8063,94.4373,57.3448,94.9741,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
33,13,0.1,0.05,1.273,53.9602,94.3574,57.3646,95.1732,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
34,14,0.1,0.05,1.271,54.0082,94.4293,57.8822,95.1831,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
35,15,0.1,0.05,1.262,54.4837,94.4873,57.6334,95.1732,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
36,16,0.1,0.05,1.259,54.5356,94.5732,57.8125,95.3822,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
37,17,0.1,0.05,1.257,54.5816,94.5852,57.9916,95.3921,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
38,18,0.1,0.05,1.252,54.8414,94.6072,57.6234,95.2926,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
39,19,0.1,0.05,1.25,55.0731,94.6571,57.504,95.1732,"[10, 19, 55]",33734,94.9,237730,63.8,353866,73.0
