,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.868,28.426,83.1322,24.5621,71.258,"[13, 50, 55, 53, 57, 68, 77]",696117,97.0,6129924,73.6,7738599,83.4
1,1,0.1,0.05,1.749,33.672,87.3042,27.6473,87.2213,"[13, 50, 54, 52, 57, 68, 77]",695475,97.0,6104916,73.8,7706911,83.4
2,2,0.1,0.05,1.735,34.55,87.7917,29.1501,87.2413,"[13, 50, 54, 52, 57, 68, 77]",695475,97.0,6104916,73.8,7706911,83.4
3,3,0.1,0.05,1.683,36.89,88.6869,34.4148,88.3559,"[13, 49, 53, 52, 57, 68, 77]",694897,97.0,6091748,73.8,7690039,83.5
4,4,0.1,0.05,1.697,36.494,88.2852,36.3555,88.0573,"[13, 49, 53, 52, 57, 68, 77]",694897,97.0,6091748,73.8,7690039,83.5
5,5,0.1,0.05,1.677,37.35,88.6189,30.1453,80.7126,"[13, 49, 53, 51, 57, 68, 77]",694640,97.0,6076076,73.9,7670243,83.5
6,6,0.1,0.05,1.643,38.854,89.4921,37.3706,88.9928,"[13, 49, 53, 50, 56, 68, 77]",694126,97.0,6049276,74.0,7636315,83.6
7,7,0.1,0.05,1.642,38.688,89.2803,38.8635,90.3065,"[13, 48, 53, 50, 56, 68, 77]",693933,97.0,6045428,74.0,7631311,83.6
8,8,0.1,0.05,1.614,40.114,89.8937,34.9224,86.8631,"[13, 47, 52, 50, 56, 68, 77]",693355,97.0,6032308,74.1,7614511,83.6
9,9,0.1,0.05,1.624,39.554,89.6819,36.0171,87.7986,"[13, 47, 52, 50, 55, 68, 77]",693098,97.0,6021180,74.1,7600379,83.7
10,10,0.1,0.05,1.577,41.506,90.5311,34.1262,89.7293,"[13, 47, 52, 50, 55, 67, 77]",689001,97.0,5999620,74.2,7573159,83.7
11,11,0.1,0.05,1.547,43.076,91.0206,39.9781,89.9881,"[13, 47, 52, 50, 55, 67, 77]",689001,97.0,5999620,74.2,7573159,83.7
12,12,0.1,0.05,1.537,43.404,91.1705,42.4363,90.6946,"[13, 47, 52, 50, 55, 67, 77]",689001,97.0,5999620,74.2,7573159,83.7
13,13,0.1,0.05,1.518,44.312,91.4802,40.6748,90.8937,"[13, 46, 52, 50, 54, 67, 77]",688551,97.0,5984692,74.3,7554095,83.8
14,14,0.1,0.05,1.532,43.196,91.4063,40.3862,89.3412,"[13, 45, 51, 49, 53, 67, 77]",687459,97.0,5944884,74.4,7503535,83.9
15,15,0.1,0.05,1.575,42.056,90.1035,43.6007,91.2321,"[13, 44, 51, 48, 53, 67, 77]",687009,97.0,5925476,74.5,7478903,83.9
16,16,0.1,0.05,1.531,43.884,91.0006,37.3507,90.4061,"[13, 44, 51, 48, 53, 67, 77]",687009,97.0,5925476,74.5,7478903,83.9
17,17,0.1,0.05,1.518,44.408,91.3263,40.1075,88.2365,"[13, 44, 50, 48, 53, 67, 77]",686624,97.0,5916220,74.6,7467131,84.0
18,18,0.1,0.05,1.525,44.14,91.3503,43.4415,91.6401,"[13, 44, 50, 48, 53, 67, 77]",686624,97.0,5916220,74.6,7467131,84.0
19,19,0.1,0.05,1.558,43.19,90.5431,44.2874,91.5605,"[13, 44, 50, 48, 53, 66, 77]",682527,97.1,5894676,74.7,7439935,84.0
