,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.957,27.88,79.9632,27.7568,82.8324,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
1,1,0.1,0.05,1.908,30.106,82.5927,30.7524,82.0163,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
2,2,0.1,0.05,1.786,34.574,86.3131,25.1095,82.9518,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
3,3,0.1,0.05,1.835,32.24,84.9125,26.8511,82.713,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
4,4,0.1,0.05,1.728,36.09,87.5819,32.0959,82.3447,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
5,5,0.1,0.05,1.684,37.514,88.8247,38.1668,90.8439,"[10, 25, 58]",35543,94.6,502512,23.5,640068,51.3
6,6,0.1,0.05,1.696,36.684,88.499,33.2504,83.8276,"[10, 24, 57]",34991,94.7,492000,25.1,626600,52.3
7,7,0.1,0.05,1.707,36.402,88.1414,41.0529,91.3117,"[10, 24, 57]",34991,94.7,492000,25.1,626600,52.3
8,8,0.1,0.05,1.643,39.066,89.4202,39.3611,90.9833,"[10, 24, 57]",34991,94.7,492000,25.1,626600,52.3
9,9,0.1,0.05,1.628,39.682,89.608,37.3905,91.3714,"[10, 24, 57]",34991,94.7,492000,25.1,626600,52.3
10,10,0.1,0.05,1.591,40.87,90.4532,38.953,86.0868,"[10, 24, 57]",34991,94.7,492000,25.1,626600,52.3
11,11,0.1,0.05,1.546,43.032,91.1585,40.6549,90.3861,"[10, 23, 56]",34439,94.8,481520,26.7,613180,53.3
12,12,0.1,0.05,1.531,43.864,91.2824,42.4463,92.2969,"[10, 23, 56]",34439,94.8,481520,26.7,613180,53.3
13,13,0.1,0.05,1.542,43.2,91.0446,38.5848,89.4208,"[10, 22, 56]",34388,94.8,478960,27.0,609890,53.5
14,14,0.1,0.05,1.51,44.1,91.5781,48.1489,92.8543,"[10, 21, 56]",34337,94.8,476416,27.4,606624,53.8
15,15,0.1,0.05,1.454,46.834,92.3214,35.9873,86.6839,"[10, 21, 56]",34337,94.8,476416,27.4,606624,53.8
16,16,0.1,0.05,1.453,47.036,92.3094,46.9546,92.4363,"[10, 21, 56]",34337,94.8,476416,27.4,606624,53.8
17,17,0.1,0.05,1.464,46.632,92.2135,43.3121,91.0629,"[10, 21, 56]",34337,94.8,476416,27.4,606624,53.8
18,18,0.1,0.05,1.469,46.4,92.0237,40.7544,88.2763,"[10, 19, 56]",34235,94.8,471376,28.2,600164,54.3
19,19,0.1,0.05,1.491,45.33,91.624,37.0223,89.2416,"[10, 19, 55]",33734,94.9,463488,29.4,590082,55.1
