,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.883,27.686,82.7865,31.4789,85.7584,"[13, 44, 60, 53, 48, 66, 73]",669989,97.1,5875124,74.7,7416495,84.1
1,1,0.1,0.05,1.742,34.53,86.9465,35.9674,87.4503,"[13, 44, 60, 52, 48, 66, 73]",669732,97.1,5859436,74.8,7396675,84.1
2,2,0.1,0.05,1.736,35.102,87.1783,33.9272,86.6341,"[13, 44, 59, 52, 48, 66, 73]",669347,97.1,5850036,74.9,7384687,84.1
3,3,0.1,0.05,1.696,36.704,88.2932,38.2464,87.4204,"[13, 44, 59, 52, 48, 66, 73]",669347,97.1,5850036,74.9,7384687,84.1
4,4,0.1,0.05,1.657,38.396,89.1025,22.1039,80.8818,"[13, 44, 58, 52, 48, 66, 73]",668962,97.1,5840652,74.9,7372723,84.2
5,5,0.1,0.05,1.724,35.626,87.5,27.2592,81.4192,"[13, 44, 58, 52, 48, 66, 73]",668962,97.1,5840652,74.9,7372723,84.2
6,6,0.1,0.05,1.705,36.492,87.9396,38.7839,89.6298,"[13, 44, 57, 52, 48, 66, 73]",668577,97.1,5831284,74.9,7360783,84.2
7,7,0.1,0.05,1.678,37.596,88.6949,35.0219,87.4901,"[13, 44, 57, 52, 47, 66, 73]",668320,97.1,5820284,75.0,7346843,84.2
8,8,0.1,0.05,1.653,38.742,89.0765,31.9566,86.4351,"[13, 44, 57, 51, 47, 66, 73]",668063,97.1,5804612,75.0,7327047,84.3
9,9,0.1,0.05,1.654,38.208,89.2223,35.3901,88.744,"[13, 44, 55, 51, 47, 66, 73]",667293,97.1,5785924,75.1,7303239,84.3
10,10,0.1,0.05,1.617,40.152,89.7578,25.627,75.1493,"[13, 44, 55, 51, 47, 66, 73]",667293,97.1,5785924,75.1,7303239,84.3
11,11,0.1,0.05,1.576,41.784,90.4312,33.5788,87.6493,"[13, 44, 55, 51, 47, 65, 73]",663196,97.1,5764396,75.2,7276067,84.4
12,12,0.1,0.05,1.555,43.048,90.8927,42.4164,91.5704,"[13, 43, 55, 51, 47, 65, 73]",663003,97.1,5760628,75.2,7271183,84.4
13,13,0.1,0.05,1.545,43.248,90.9667,43.3718,91.5904,"[13, 43, 55, 50, 47, 65, 73]",662746,97.2,5744972,75.3,7251411,84.4
14,14,0.1,0.05,1.553,43.094,90.7689,40.0478,89.162,"[13, 43, 55, 50, 47, 65, 73]",662746,97.2,5744972,75.3,7251411,84.4
15,15,0.1,0.05,1.534,43.71,91.2004,44.0983,91.8193,"[13, 43, 55, 50, 47, 64, 73]",658649,97.2,5723460,75.4,7224263,84.5
16,16,0.1,0.05,1.533,43.824,91.1165,43.7202,90.5653,"[13, 43, 55, 50, 46, 64, 73]",658392,97.2,5712476,75.4,7210347,84.5
17,17,0.1,0.05,1.497,45.252,91.6101,38.6943,90.4259,"[13, 43, 55, 49, 46, 64, 73]",658135,97.2,5696836,75.5,7190599,84.5
18,18,0.1,0.05,1.483,45.798,91.8019,46.1784,92.8443,"[13, 43, 55, 48, 46, 64, 73]",657878,97.2,5681212,75.6,7170875,84.6
19,19,0.1,0.05,1.438,47.554,92.3414,48.5271,92.7945,"[13, 43, 55, 48, 46, 64, 73]",657878,97.2,5681212,75.6,7170875,84.6
