,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.9,25.202,82.1631,29.8965,88.0573,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 26, 30, 32, 29, 25, 26, 27, 26]",20076,92.7,636416,-130.1,812912,-47.0
1,1,0.1,0.05,1.718,33.56,87.9995,36.3654,90.1175,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 26, 30, 32, 29, 25, 26, 26, 26]",20011,92.8,635480,-129.8,811636,-46.8
2,2,0.1,0.05,1.643,37.122,89.9397,30.2349,85.1214,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 26, 30, 32, 29, 25, 26, 26, 26]",20011,92.8,635480,-129.8,811636,-46.8
3,3,0.1,0.05,1.605,39.234,90.4851,38.9928,91.461,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 26, 30, 32, 29, 25, 26, 25, 26]",19946,92.8,634560,-129.5,810384,-46.5
4,4,0.1,0.05,1.571,40.582,91.1625,38.9928,89.6795,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 26, 30, 32, 29, 25, 26, 25, 26]",19946,92.8,634560,-129.5,810384,-46.5
5,5,0.1,0.05,1.55,41.658,91.4162,32.2651,84.1859,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 26, 30, 32, 29, 24, 26, 24, 26]",19816,92.8,630704,-128.1,805368,-45.6
6,6,0.1,0.05,1.56,41.288,91.3563,36.9128,90.1075,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 26, 30, 32, 29, 24, 26, 24, 26]",19816,92.8,630704,-128.1,805368,-45.6
7,7,0.1,0.05,1.542,42.448,91.5521,37.2811,90.2966,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 26, 30, 32, 29, 24, 26, 24, 26]",19816,92.8,630704,-128.1,805368,-45.6
8,8,0.1,0.05,1.498,43.71,92.1775,36.7934,87.8981,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 25, 30, 32, 29, 24, 26, 23, 26]",19686,92.9,628000,-127.1,801792,-45.0
9,9,0.1,0.05,1.474,45.13,92.4113,35.3503,89.0028,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 25, 30, 32, 29, 24, 26, 23, 26]",19686,92.9,628000,-127.1,801792,-45.0
10,10,0.1,0.05,1.444,46.778,92.687,41.1127,86.9228,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 25, 29, 32, 29, 24, 26, 22, 26]",19556,92.9,624096,-125.7,796704,-44.1
11,11,0.1,0.05,1.443,46.514,92.6271,46.3077,92.0382,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 24, 29, 32, 29, 24, 26, 22, 26]",19491,93.0,622296,-125.0,794356,-43.6
12,12,0.1,0.05,1.357,50.576,93.5042,37.0323,85.5991,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 24, 29, 32, 29, 24, 26, 22, 26]",19491,93.0,622296,-125.0,794356,-43.6
13,13,0.1,0.05,1.309,52.544,94.3614,49.4327,92.5856,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 24, 29, 32, 29, 24, 25, 22, 26]",19426,93.0,619328,-124.0,790544,-42.9
14,14,0.1,0.05,1.297,53.142,94.3115,23.7858,70.8798,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 24, 29, 32, 29, 24, 25, 22, 26]",19426,93.0,619328,-124.0,790544,-42.9
15,15,0.1,0.05,1.288,53.492,94.4273,47.2233,92.6353,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 24, 29, 32, 29, 24, 25, 22, 26]",19426,93.0,619328,-124.0,790544,-42.9
16,16,0.1,0.05,1.308,52.548,94.1336,48.4872,92.4562,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 24, 29, 32, 29, 24, 25, 22, 26]",19426,93.0,619328,-124.0,790544,-42.9
17,17,0.1,0.05,1.34,51.116,93.9338,34.992,87.5995,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 23, 29, 32, 29, 24, 25, 21, 26]",19296,93.0,616688,-123.0,787064,-42.3
18,18,0.1,0.05,1.315,52.11,94.2215,48.7261,94.2376,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 23, 29, 32, 29, 24, 25, 21, 26]",19296,93.0,616688,-123.0,787064,-42.3
19,19,0.1,0.05,1.261,54.454,94.7031,37.1218,91.043,"[8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 15, 23, 29, 32, 29, 24, 25, 21, 26]",19296,93.0,616688,-123.0,787064,-42.3
