,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.15,0.05,1.885,24.974,81.9913,34.7631,88.744,"[13, 20, 23, 24, 26, 27, 24, 32, 26, 31, 33, 28, 30, 31, 36]",440020,98.7,6190732,81.6,7794995,88.4
1,1,0.15,0.05,1.658,36.066,89.0325,27.6174,81.2699,"[13, 19, 23, 23, 26, 27, 23, 32, 26, 31, 33, 28, 30, 31, 36]",439569,98.7,6171748,81.6,7770999,88.4
2,2,0.15,0.05,1.625,38.156,89.634,35.8778,84.9721,"[12, 19, 23, 23, 26, 27, 23, 32, 26, 31, 33, 28, 29, 31, 36]",438991,98.7,6150232,81.7,7743936,88.5
3,3,0.15,0.05,1.566,41.786,90.5611,25.8957,81.1903,"[12, 19, 23, 23, 26, 27, 23, 32, 26, 31, 33, 28, 29, 31, 36]",438991,98.7,6150232,81.7,7743936,88.5
4,4,0.15,0.05,1.533,42.868,91.2004,39.7094,89.5999,"[12, 19, 23, 23, 26, 27, 23, 32, 26, 31, 33, 28, 29, 30, 36]",434894,98.7,6131312,81.8,7720164,88.5
5,5,0.15,0.05,1.449,46.934,92.4552,35.8181,83.7381,"[12, 18, 23, 23, 26, 26, 23, 32, 26, 31, 33, 28, 29, 30, 36]",434572,98.7,6117792,81.8,7703084,88.5
6,6,0.15,0.05,1.452,46.854,92.2514,40.2369,88.1171,"[12, 18, 23, 23, 26, 26, 23, 32, 26, 30, 33, 28, 29, 30, 36]",434059,98.7,6096824,81.9,7676752,88.6
7,7,0.15,0.05,1.406,48.638,92.7909,41.1325,90.207,"[11, 18, 23, 23, 26, 26, 23, 32, 26, 30, 33, 28, 29, 30, 36]",433994,98.7,6096276,81.9,7676021,88.6
8,8,0.15,0.05,1.409,48.654,92.675,43.4713,90.7743,"[11, 18, 23, 23, 26, 26, 23, 32, 26, 30, 32, 28, 28, 30, 36]",432968,98.7,6054340,82.0,7623357,88.7
9,9,0.15,0.05,1.34,51.558,93.5582,47.91,92.2572,"[11, 17, 23, 23, 25, 26, 23, 32, 26, 30, 32, 28, 28, 30, 36]",432646,98.7,6045460,82.0,7612085,88.7
10,10,0.15,0.05,1.374,50.274,93.1366,37.9578,87.6294,"[11, 17, 23, 23, 24, 26, 23, 31, 26, 30, 32, 28, 28, 30, 36]",431876,98.7,6027668,82.1,7589621,88.7
11,11,0.15,0.05,1.33,52.126,93.6701,49.7313,93.0036,"[11, 17, 23, 23, 24, 26, 23, 31, 26, 30, 32, 28, 28, 30, 36]",431876,98.7,6027668,82.1,7589621,88.7
12,12,0.15,0.05,1.265,54.166,94.4353,42.5557,86.2162,"[11, 17, 23, 23, 24, 26, 23, 31, 26, 30, 32, 28, 28, 30, 36]",431876,98.7,6027668,82.1,7589621,88.7
13,13,0.15,0.05,1.25,54.942,94.5912,41.242,90.1971,"[11, 17, 23, 23, 24, 25, 23, 31, 26, 30, 32, 28, 28, 30, 36]",431619,98.7,6017020,82.1,7576209,88.7
14,14,0.15,0.05,1.367,50.24,93.1486,41.8491,91.8391,"[11, 17, 23, 23, 24, 25, 23, 31, 26, 30, 32, 28, 28, 30, 36]",431619,98.7,6017020,82.1,7576209,88.7
15,15,0.15,0.05,1.385,49.728,92.9008,37.918,90.0577,"[11, 17, 22, 23, 24, 25, 23, 31, 26, 30, 32, 28, 28, 30, 36]",431490,98.7,6013844,82.1,7572149,88.7
16,16,0.15,0.05,1.279,54.352,94.2235,47.2432,93.1031,"[11, 17, 22, 22, 24, 25, 23, 30, 26, 30, 32, 28, 28, 30, 36]",430848,98.7,5996612,82.2,7550397,88.8
17,17,0.15,0.05,1.235,55.81,94.7271,48.9451,91.7297,"[11, 16, 22, 22, 24, 25, 23, 30, 26, 30, 32, 28, 28, 30, 36]",430783,98.7,5993788,82.2,7546801,88.8
18,18,0.15,0.05,1.286,53.854,94.0537,56.1803,94.2675,"[11, 16, 22, 22, 24, 25, 23, 30, 26, 30, 32, 28, 28, 30, 36]",430783,98.7,5993788,82.2,7546801,88.8
19,19,0.15,0.05,1.246,55.636,94.3794,41.7197,83.0912,"[11, 16, 22, 22, 24, 25, 23, 30, 26, 30, 32, 28, 28, 30, 36]",430783,98.7,5993788,82.2,7546801,88.8
