,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.844,27.646,83.4938,25.4877,71.3077,"[13, 30, 39, 39, 52, 49, 48, 60, 55, 61, 63, 60, 58, 53, 70]",783406,97.7,12075484,64.1,15209259,77.4
1,1,0.1,0.05,1.589,39.928,90.1055,39.6397,91.8889,"[13, 30, 37, 37, 52, 49, 48, 60, 55, 61, 63, 60, 57, 53, 70]",782377,97.7,12035780,64.2,15158791,77.5
2,2,0.1,0.05,1.502,45.22,91.4862,25.2986,80.2747,"[13, 30, 37, 37, 51, 49, 48, 60, 55, 61, 63, 60, 57, 53, 70]",782120,97.7,12029324,64.2,15150515,77.5
3,3,0.1,0.05,1.538,43.828,90.8188,43.9391,92.5159,"[13, 30, 37, 37, 51, 48, 48, 60, 55, 61, 62, 59, 57, 53, 70]",780837,97.7,11975396,64.4,15082423,77.6
4,4,0.1,0.05,1.485,46.004,91.7299,36.873,88.4455,"[13, 30, 37, 37, 50, 48, 48, 60, 55, 61, 62, 59, 56, 53, 70]",780067,97.7,11947572,64.5,15047215,77.6
5,5,0.1,0.05,1.414,48.654,92.5272,20.6807,74.9801,"[13, 30, 37, 37, 50, 48, 48, 60, 55, 61, 62, 59, 56, 53, 70]",780067,97.7,11947572,64.5,15047215,77.6
6,6,0.1,0.05,1.418,48.484,92.7829,32.2751,84.4944,"[13, 30, 36, 37, 50, 47, 48, 60, 55, 60, 61, 59, 55, 53, 70]",778142,97.7,11868892,64.7,14947819,77.8
7,7,0.1,0.05,1.378,50.114,93.2005,30.4837,79.0505,"[13, 30, 36, 37, 50, 47, 48, 59, 55, 59, 61, 59, 55, 53, 70]",777116,97.7,11835244,64.8,14905283,77.8
8,8,0.1,0.05,1.363,50.596,93.3264,41.043,91.2022,"[13, 29, 36, 37, 49, 47, 48, 59, 55, 59, 61, 59, 55, 53, 70]",776794,97.7,11825788,64.8,14893147,77.9
9,9,0.1,0.05,1.344,51.874,93.3484,27.1795,76.8412,"[13, 28, 36, 37, 48, 47, 48, 59, 55, 59, 61, 58, 55, 53, 70]",775959,97.7,11794948,64.9,14854055,77.9
10,10,0.1,0.05,1.329,52.27,93.6541,49.5123,93.7002,"[13, 28, 36, 37, 48, 47, 48, 59, 55, 59, 61, 58, 55, 53, 70]",775959,97.7,11794948,64.9,14854055,77.9
11,11,0.1,0.05,1.264,54.636,94.4333,45.8997,93.8396,"[13, 28, 36, 37, 48, 47, 47, 58, 55, 59, 61, 58, 55, 52, 70]",771092,97.7,11752476,65.0,14800331,78.0
12,12,0.1,0.05,1.258,54.892,94.5432,23.1787,68.4813,"[13, 28, 36, 37, 48, 46, 47, 58, 55, 59, 61, 58, 55, 52, 70]",770835,97.7,11741492,65.1,14786415,78.0
13,13,0.1,0.05,1.27,54.276,94.4753,41.5406,91.6401,"[13, 27, 36, 37, 48, 46, 47, 58, 55, 59, 61, 58, 55, 52, 70]",770770,97.7,11738492,65.1,14782555,78.0
14,14,0.1,0.05,1.241,55.464,94.6312,23.6365,78.6226,"[13, 26, 36, 37, 48, 46, 47, 58, 55, 59, 61, 58, 54, 52, 70]",770192,97.7,11714156,65.2,14751811,78.1
15,15,0.1,0.05,1.237,55.652,94.4993,31.0111,87.1417,"[13, 26, 36, 37, 48, 46, 47, 58, 54, 59, 61, 58, 54, 52, 70]",769679,97.7,11692804,65.2,14724903,78.1
16,16,0.1,0.05,1.291,53.77,94.0937,21.3973,68.3718,"[13, 26, 36, 37, 48, 46, 47, 58, 54, 59, 61, 58, 54, 52, 70]",769679,97.7,11692804,65.2,14724903,78.1
17,17,0.1,0.05,1.296,53.826,94.0098,52.0501,92.7448,"[13, 26, 36, 37, 48, 46, 47, 58, 54, 58, 61, 58, 54, 52, 70]",769166,97.7,11671388,65.3,14697899,78.1
18,18,0.1,0.05,1.231,55.916,94.787,52.6672,92.6055,"[13, 26, 36, 37, 48, 46, 47, 58, 54, 58, 61, 58, 54, 52, 70]",769166,97.7,11671388,65.3,14697899,78.1
