,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,0.05,1.913,29.426,81.244,29.4188,84.992,"[10, 25, 55]",34040,94.8,478800,27.1,609750,53.6
1,1,0.1,0.05,1.761,34.904,86.8486,35.6987,87.5398,"[10, 25, 55]",34040,94.8,478800,27.1,609750,53.6
2,2,0.1,0.05,1.668,38.152,88.9426,35.7982,89.2416,"[10, 23, 54]",33437,94.9,465760,29.1,593040,54.8
3,3,0.1,0.05,1.629,40.608,89.558,38.9331,89.8885,"[10, 22, 53]",32885,95.0,455344,30.6,579716,55.8
4,4,0.1,0.05,1.679,37.882,88.8687,40.0975,90.5155,"[10, 22, 53]",32885,95.0,455344,30.6,579716,55.8
5,5,0.1,0.05,1.656,38.804,89.3682,41.5904,90.8837,"[10, 21, 53]",32834,95.0,452800,31.0,576450,56.1
6,6,0.1,0.05,1.575,42.296,90.7269,38.8037,90.6947,"[10, 21, 53]",32834,95.0,452800,31.0,576450,56.1
7,7,0.1,0.05,1.579,41.628,90.585,42.4064,89.6696,"[10, 20, 53]",32783,95.0,450272,31.4,573208,56.3
8,8,0.1,0.05,1.601,40.8,90.3413,37.719,90.7643,"[10, 20, 53]",32783,95.0,450272,31.4,573208,56.3
9,9,0.1,0.05,1.59,41.1,90.3692,38.1767,90.3662,"[10, 20, 53]",32783,95.0,450272,31.4,573208,56.3
10,10,0.1,0.05,1.543,43.11,91.1845,39.1322,88.8336,"[10, 20, 53]",32783,95.0,450272,31.4,573208,56.3
11,11,0.1,0.05,1.623,40.4,89.8877,41.0928,90.3065,"[10, 20, 53]",32783,95.0,450272,31.4,573208,56.3
12,12,0.1,0.05,1.562,42.554,90.7309,41.2221,91.5804,"[10, 20, 53]",32783,95.0,450272,31.4,573208,56.3
13,13,0.1,0.05,1.522,44.18,91.3023,35.8181,89.5501,"[10, 20, 53]",32783,95.0,450272,31.4,573208,56.3
14,14,0.1,0.05,1.455,47.324,92.1575,47.1736,92.0183,"[10, 19, 53]",32732,95.0,447760,31.8,569990,56.6
