,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.13,0.05,0.862,73.4675,0.249,92.5534,92.8105,"[10, 18, 38]",25166,94.2,258944,39.9,331166,61.5
1,1,0.13,0.05,0.226,93.2089,0.209,93.6412,93.7401,"[10, 18, 38]",25166,94.2,258944,39.9,331166,61.5
2,2,0.13,0.05,0.422,87.9975,0.26,92.2172,91.9007,"[9, 17, 38]",25094,94.2,256132,40.5,327543,62.0
3,3,0.13,0.05,0.165,94.9645,0.138,95.6784,95.5301,"[9, 17, 38]",25094,94.2,256132,40.5,327543,62.0
4,4,0.13,0.05,0.119,96.4171,0.117,96.6278,96.3113,"[9, 17, 38]",25094,94.2,256132,40.5,327543,62.0
5,5,0.13,0.05,0.147,95.3821,0.167,94.9862,94.4818,"[9, 17, 37]",24593,94.3,250332,41.9,320143,62.8
6,6,0.13,0.05,0.124,95.9995,0.122,96.2915,96.1234,"[9, 17, 37]",24593,94.3,250332,41.9,320143,62.8
7,7,0.13,0.05,0.092,97.2034,0.109,96.3608,96.519,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
8,8,0.13,0.05,0.08,97.5116,0.089,97.2211,97.2805,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
9,9,0.13,0.05,0.08,97.4832,0.075,97.7354,97.5672,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
10,10,0.13,0.05,0.063,98.0266,0.068,97.9035,97.8145,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
11,11,0.13,0.05,0.057,98.1774,0.067,97.9628,98.1903,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
12,12,0.13,0.05,0.073,97.8161,0.073,97.5672,97.7156,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
13,13,0.13,0.05,0.057,98.1977,0.068,97.943,97.8738,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
14,14,0.13,0.05,0.051,98.3919,0.071,97.676,97.765,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
15,15,0.13,0.05,0.047,98.5274,0.059,98.1903,98.2595,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
16,16,0.13,0.05,0.047,98.5127,0.061,98.1408,98.0914,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
17,17,0.13,0.05,0.047,98.4715,0.061,98.1705,98.21,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
18,18,0.13,0.05,0.057,98.2014,0.079,97.6068,97.5079,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
19,19,0.13,0.05,0.061,98.1166,0.07,97.8244,97.6464,"[9, 16, 37]",24542,94.3,247868,42.4,316997,63.2
