,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.2,0.05,0.751,76.5525,0.289,91.0107,90.7536,"[9, 11, 16]",13766,96.8,117684,72.7,151771,82.4
1,1,0.2,0.05,0.195,93.9211,0.194,93.9972,93.6313,"[9, 11, 16]",13766,96.8,117684,72.7,151771,82.4
2,2,0.2,0.05,0.169,95.0228,0.166,94.6104,94.64,"[9, 11, 15]",13265,96.9,112236,73.9,144899,83.2
3,3,0.2,0.05,0.112,96.4761,0.104,96.8453,96.6179,"[9, 11, 15]",13265,96.9,112236,73.9,144899,83.2
4,4,0.2,0.05,0.099,96.9801,0.528,84.5926,84.1475,"[9, 11, 15]",13265,96.9,112236,73.9,144899,83.2
5,5,0.2,0.05,0.115,96.5797,0.102,96.7959,96.7959,"[9, 11, 15]",13265,96.9,112236,73.9,144899,83.2
6,6,0.2,0.05,0.097,97.0005,0.097,96.9244,96.875,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
7,7,0.2,0.05,0.077,97.643,0.084,97.5178,97.4189,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
8,8,0.2,0.05,0.069,97.8461,0.126,96.0047,95.9949,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
9,9,0.2,0.05,0.061,98.0675,0.077,97.6563,97.6563,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
10,10,0.2,0.05,0.055,98.2677,0.065,97.9628,98.1013,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
11,11,0.2,0.05,0.061,98.1398,0.561,83.4256,83.5344,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
12,12,0.2,0.05,0.064,98.0679,0.063,98.0617,98.0222,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
13,13,0.2,0.05,0.054,98.4163,0.065,98.0222,97.943,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
14,14,0.2,0.05,0.05,98.5721,0.064,98.1013,98.0815,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
15,15,0.2,0.05,0.049,98.5514,0.063,98.121,98.0419,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
16,16,0.2,0.05,0.046,98.5681,0.063,98.1507,98.1309,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
17,17,0.2,0.05,0.043,98.682,0.061,97.9826,97.9727,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
18,18,0.2,0.05,0.041,98.7328,0.063,98.1013,98.0716,"[9, 11, 14]",12764,97.0,106804,75.2,138051,84.0
19,19,0.2,0.05,0.049,98.4815,0.061,98.0914,98.2793,"[9, 10, 14]",12713,97.0,104436,75.7,135049,84.3
