,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.09,0.05,0.838,74.1532,0.378,87.5396,86.8473,"[10, 25, 68]",40553,90.6,458192,-6.4,587188,31.8
1,1,0.09,0.05,0.281,91.5381,0.356,88.2318,87.6483,"[10, 25, 68]",40553,90.6,458192,-6.4,587188,31.8
2,2,0.09,0.05,0.191,94.17,0.132,95.6487,94.8972,"[10, 24, 67]",40001,90.7,449320,-4.4,575730,33.1
3,3,0.09,0.05,0.156,95.1614,0.132,95.8465,95.2136,"[10, 24, 67]",40001,90.7,449320,-4.4,575730,33.1
4,4,0.09,0.05,0.141,95.5539,0.123,96.2223,95.5795,"[10, 24, 67]",40001,90.7,449320,-4.4,575730,33.1
5,5,0.09,0.05,0.132,96.0002,0.156,95.0752,94.9169,"[10, 24, 67]",40001,90.7,449320,-4.4,575730,33.1
6,6,0.09,0.05,0.123,96.0901,0.133,95.7872,95.2828,"[10, 24, 66]",39500,90.8,443056,-2.9,567634,34.1
7,7,0.09,0.05,0.094,97.1168,0.086,97.3991,96.9937,"[10, 24, 66]",39500,90.8,443056,-2.9,567634,34.1
8,8,0.09,0.05,0.084,97.3778,0.074,97.5969,97.3101,"[10, 24, 66]",39500,90.8,443056,-2.9,567634,34.1
9,9,0.09,0.05,0.072,97.8528,0.073,97.7057,97.32,"[10, 24, 65]",38999,90.9,436808,-1.5,559562,35.0
10,10,0.09,0.05,0.074,97.6715,0.1,97.0134,96.8552,"[10, 22, 65]",38897,91.0,431672,-0.3,552958,35.8
11,11,0.09,0.05,0.075,97.6219,0.086,97.2903,96.786,"[10, 22, 65]",38897,91.0,431672,-0.3,552958,35.8
12,12,0.09,0.05,0.058,98.1485,0.064,98.0024,97.8343,"[10, 22, 65]",38897,91.0,431672,-0.3,552958,35.8
13,13,0.09,0.05,0.054,98.3009,0.066,98.0024,97.7947,"[10, 22, 65]",38897,91.0,431672,-0.3,552958,35.8
14,14,0.09,0.05,0.059,98.1901,0.067,97.6958,97.5178,"[10, 22, 65]",38897,91.0,431672,-0.3,552958,35.8
15,15,0.09,0.05,0.052,98.3523,0.072,97.7255,97.2211,"[10, 22, 65]",38897,91.0,431672,-0.3,552958,35.8
16,16,0.09,0.05,0.05,98.4175,0.053,98.2991,97.8343,"[10, 22, 65]",38897,91.0,431672,-0.3,552958,35.8
17,17,0.09,0.05,0.047,98.5362,0.064,98.0518,97.765,"[10, 22, 65]",38897,91.0,431672,-0.3,552958,35.8
18,18,0.09,0.05,0.047,98.5426,0.08,97.5277,96.9838,"[10, 22, 65]",38897,91.0,431672,-0.3,552958,35.8
19,19,0.09,0.05,0.042,98.7248,0.063,98.121,97.6464,"[10, 22, 65]",38897,91.0,431672,-0.3,552958,35.8
