,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.3,0.05,1.035,66.5813,0.303,90.1404,90.0712,"[4, 6, 8]",9398,97.8,61448,85.7,80792,90.6
1,1,0.3,0.05,0.236,92.7397,0.173,94.5312,94.4719,"[4, 6, 7]",8897,97.9,56128,87.0,74112,91.4
2,2,0.3,0.05,0.153,95.3281,0.134,95.7081,95.1444,"[4, 6, 7]",8897,97.9,56128,87.0,74112,91.4
3,3,0.3,0.05,0.653,81.5525,0.323,89.9822,88.6175,"[4, 6, 7]",8897,97.9,56128,87.0,74112,91.4
4,4,0.3,0.05,0.209,93.6585,0.152,95.1741,94.5807,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
5,5,0.3,0.05,0.14,95.7808,0.132,95.8169,95.4707,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
6,6,0.3,0.05,0.118,96.4214,0.111,96.2025,96.2223,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
7,7,0.3,0.05,0.101,96.9373,0.097,96.8552,96.6179,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
8,8,0.3,0.05,0.088,97.3369,0.108,96.608,96.5882,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
9,9,0.3,0.05,0.085,97.4501,0.132,96.0146,95.8366,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
10,10,0.3,0.05,0.1,96.8786,0.099,96.8453,96.7366,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
11,11,0.3,0.05,0.08,97.5231,0.088,97.1025,97.2211,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
12,12,0.3,0.05,0.075,97.6395,0.121,95.9949,96.0245,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
13,13,0.3,0.05,0.125,96.0738,0.152,95.1345,94.8279,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
14,14,0.3,0.05,0.243,92.671,0.115,96.3904,96.1828,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
15,15,0.3,0.05,0.102,96.7994,0.125,95.8861,95.9751,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
16,16,0.3,0.05,0.086,97.3042,0.099,96.6377,96.697,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
17,17,0.3,0.05,0.08,97.4492,0.086,97.3299,96.9739,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
18,18,0.3,0.05,0.067,97.9207,0.072,97.6661,97.3991,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
19,19,0.3,0.05,0.06,98.1705,0.07,97.6859,97.5178,"[4, 5, 7]",8846,97.9,53840,87.5,71230,91.7
