,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.15,0.05,0.945,70.2973,0.379,88.0241,88.3109,"[10, 18, 32]",22160,94.9,224384,47.9,287126,66.7
1,1,0.15,0.05,0.38,88.6297,0.473,86.6891,86.8275,"[10, 18, 32]",22160,94.9,224384,47.9,287126,66.7
2,2,0.15,0.05,0.235,92.7657,0.2,93.5324,93.928,"[10, 18, 32]",22160,94.9,224384,47.9,287126,66.7
3,3,0.15,0.05,0.181,94.3442,0.213,93.3149,93.6214,"[10, 18, 31]",21659,95.0,218680,49.2,279870,67.5
4,4,0.15,0.05,0.157,95.1015,0.125,96.074,96.2619,"[10, 18, 31]",21659,95.0,218680,49.2,279870,67.5
5,5,0.15,0.05,0.119,96.2476,0.098,96.9838,97.1618,"[10, 18, 31]",21659,95.0,218680,49.2,279870,67.5
6,6,0.15,0.05,0.107,96.5969,0.118,96.2421,96.4893,"[10, 17, 31]",21608,95.0,216200,49.8,276700,67.9
7,7,0.15,0.05,0.104,96.7092,0.086,97.2508,97.4585,"[10, 17, 31]",21608,95.0,216200,49.8,276700,67.9
8,8,0.15,0.05,0.092,97.0672,0.121,96.1432,96.3311,"[10, 17, 31]",21608,95.0,216200,49.8,276700,67.9
9,9,0.15,0.05,0.082,97.4317,0.118,96.074,96.4794,"[10, 17, 31]",21608,95.0,216200,49.8,276700,67.9
10,10,0.15,0.05,0.072,97.7222,0.121,96.0641,96.3311,"[10, 17, 31]",21608,95.0,216200,49.8,276700,67.9
11,11,0.15,0.05,0.068,97.8608,0.066,98.032,98.0024,"[10, 17, 31]",21608,95.0,216200,49.8,276700,67.9
12,12,0.15,0.05,0.066,97.8648,0.077,97.5277,97.6563,"[10, 17, 30]",21107,95.1,210512,51.1,269468,68.7
13,13,0.15,0.05,0.066,97.8757,0.07,97.7551,98.0617,"[10, 17, 30]",21107,95.1,210512,51.1,269468,68.7
14,14,0.15,0.05,0.063,98.0379,0.081,97.4387,97.5672,"[10, 17, 30]",21107,95.1,210512,51.1,269468,68.7
15,15,0.15,0.05,0.067,97.8868,0.066,97.9727,98.0222,"[10, 17, 30]",21107,95.1,210512,51.1,269468,68.7
16,16,0.15,0.05,0.067,97.8728,0.064,97.9331,98.2595,"[10, 17, 30]",21107,95.1,210512,51.1,269468,68.7
17,17,0.15,0.05,0.058,98.1834,0.059,98.2199,98.3683,"[10, 17, 30]",21107,95.1,210512,51.1,269468,68.7
18,18,0.15,0.05,0.054,98.3616,0.058,98.1903,98.4078,"[10, 16, 30]",21056,95.1,208048,51.7,266322,69.1
19,19,0.15,0.05,0.053,98.2993,0.067,97.8837,98.1309,"[10, 16, 30]",21056,95.1,208048,51.7,266322,69.1
