,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.4,0.05,1.533,46.3935,0.641,78.6491,77.6503,"[2, 2, 5]",7649,98.2,36024,91.6,48846,94.3
1,1,0.4,0.05,0.582,82.3066,0.572,83.7223,83.4256,"[2, 2, 5]",7649,98.2,36024,91.6,48846,94.3
2,2,0.4,0.05,0.361,88.8027,0.264,91.782,91.4458,"[2, 2, 5]",7649,98.2,36024,91.6,48846,94.3
3,3,0.4,0.05,0.245,92.462,0.277,91.4854,91.3469,"[2, 2, 5]",7649,98.2,36024,91.6,48846,94.3
4,4,0.4,0.05,0.207,93.6401,0.167,94.7686,94.6104,"[2, 2, 5]",7649,98.2,36024,91.6,48846,94.3
5,5,0.4,0.05,0.726,77.9179,0.577,81.9027,82.9806,"[2, 2, 5]",7649,98.2,36024,91.6,48846,94.3
6,6,0.4,0.05,0.487,84.5948,0.322,90.447,90.269,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
7,7,0.4,0.05,0.291,90.9275,0.258,92.0491,91.3074,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
8,8,0.4,0.05,0.25,92.1283,0.218,93.1468,92.8204,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
9,9,0.4,0.05,0.229,92.7666,0.208,93.3841,92.949,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
10,10,0.4,0.05,0.215,93.2572,0.224,93.1665,93.0578,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
11,11,0.4,0.05,0.206,93.5362,0.201,93.4731,93.3643,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
12,12,0.4,0.05,0.201,93.742,0.19,93.8884,93.4237,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
13,13,0.4,0.05,0.203,93.5745,0.181,94.2445,94.0665,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
14,14,0.4,0.05,0.192,93.9578,0.174,94.4225,94.0566,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
15,15,0.4,0.05,0.189,94.09,0.185,94.1752,94.0368,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
16,16,0.4,0.05,0.845,74.9133,0.402,87.5791,87.7868,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
17,17,0.4,0.05,0.347,89.0797,0.305,90.1602,91.0502,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
18,18,0.4,0.05,0.271,91.6333,0.251,92.2864,92.3259,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
19,19,0.4,0.05,0.246,92.4696,0.289,90.9217,90.8623,"[2, 2, 4]",7148,98.3,30752,92.9,42238,95.1
