,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.3,0.05,1.331,53.883,0.434,86.4023,85.9771,"[3, 6, 9]",9878,97.7,66548,84.5,87187,89.9
1,1,0.3,0.05,0.559,83.3823,0.321,89.8141,90.0415,"[3, 5, 8]",9326,97.8,58924,86.3,77601,91.0
2,2,0.3,0.05,0.294,91.0833,0.2,93.7698,93.7599,"[3, 5, 8]",9326,97.8,58924,86.3,77601,91.0
3,3,0.3,0.05,0.708,78.8083,0.428,86.3232,86.2737,"[3, 5, 8]",9326,97.8,58924,86.3,77601,91.0
4,4,0.3,0.05,0.258,92.0456,0.305,90.0415,90.0316,"[3, 5, 8]",9326,97.8,58924,86.3,77601,91.0
5,5,0.3,0.05,0.181,94.4969,0.123,96.1036,95.8762,"[3, 5, 8]",9326,97.8,58924,86.3,77601,91.0
6,6,0.3,0.05,0.125,96.1325,0.118,96.0542,95.9256,"[3, 5, 8]",9326,97.8,58924,86.3,77601,91.0
7,7,0.3,0.05,0.116,96.4342,0.103,96.6475,96.6278,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
8,8,0.3,0.05,0.098,96.9473,0.116,96.2718,96.0641,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
9,9,0.3,0.05,0.093,97.0796,0.158,95.2927,95.0554,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
10,10,0.3,0.05,0.565,83.4603,0.19,94.2445,94.0467,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
11,11,0.3,0.05,0.534,83.4835,1.464,52.2053,51.9778,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
12,12,0.3,0.05,0.409,87.9948,0.357,88.7263,88.7856,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
13,13,0.3,0.05,0.222,92.968,0.144,95.5301,95.2927,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
14,14,0.3,0.05,0.121,96.2364,0.102,96.9146,96.608,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
15,15,0.3,0.05,0.283,92.0333,0.161,94.7488,94.818,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
16,16,0.3,0.05,0.14,95.6022,0.11,96.5684,96.1234,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
17,17,0.3,0.05,0.189,94.5608,0.133,95.6883,95.5301,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
18,18,0.3,0.05,0.305,91.0442,0.128,95.8465,95.4806,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
19,19,0.3,0.05,0.194,94.1703,0.178,94.3532,94.4126,"[3, 5, 7]",8825,98.0,53604,87.5,70921,91.8
