,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.09,0.05,0.844,74.2144,0.269,92.1776,91.0898,"[10, 25, 68]",40553,90.6,458192,-6.4,587188,31.8
1,1,0.09,0.05,0.259,92.295,0.154,95.3521,94.9664,"[10, 25, 68]",40553,90.6,458192,-6.4,587188,31.8
2,2,0.09,0.05,0.159,95.1183,0.157,94.8081,94.0071,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
3,3,0.09,0.05,0.148,95.3861,0.144,95.8564,95.6586,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
4,4,0.09,0.05,0.13,95.9546,0.113,96.3706,96.341,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
5,5,0.09,0.05,0.098,96.9757,0.086,97.2211,97.0134,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
6,6,0.09,0.05,0.086,97.2966,0.082,97.3892,97.1519,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
7,7,0.09,0.05,0.08,97.4837,0.078,97.4684,97.3794,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
8,8,0.09,0.05,0.071,97.7594,0.097,97.0926,96.6772,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
9,9,0.09,0.05,0.071,97.8168,0.084,97.3892,97.1321,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
10,10,0.09,0.05,0.067,97.9256,0.068,97.8837,97.8046,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
11,11,0.09,0.05,0.071,97.7498,0.087,97.3101,97.0827,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
12,12,0.09,0.05,0.067,97.9427,0.09,97.0827,96.7168,"[10, 25, 67]",40052,90.7,451912,-5.0,579068,32.7
13,13,0.09,0.05,0.066,97.9992,0.102,96.8948,96.6574,"[10, 24, 67]",40001,90.7,449320,-4.4,575730,33.1
14,14,0.09,0.05,0.064,97.9819,0.064,97.9925,97.765,"[10, 23, 67]",39950,90.7,446744,-3.8,572416,33.5
15,15,0.09,0.05,0.057,98.225,0.076,97.5672,97.2607,"[10, 23, 67]",39950,90.7,446744,-3.8,572416,33.5
16,16,0.09,0.05,0.049,98.4655,0.055,98.2002,98.1903,"[10, 23, 67]",39950,90.7,446744,-3.8,572416,33.5
17,17,0.09,0.05,0.045,98.5658,0.068,97.7947,97.4782,"[10, 22, 67]",39899,90.7,444184,-3.2,569126,33.9
18,18,0.09,0.05,0.042,98.6213,0.067,97.8343,97.7947,"[10, 22, 66]",39398,90.8,437920,-1.7,561030,34.8
19,19,0.09,0.05,0.049,98.4502,0.053,98.3584,98.2595,"[10, 22, 66]",39398,90.8,437920,-1.7,561030,34.8
