,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.45,0.05,1.678,39.8689,1.811,33.2971,33.3762,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
1,1,0.45,0.05,1.057,61.0821,0.713,74.9209,74.4363,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
2,2,0.45,0.05,0.615,78.5989,0.501,82.6741,83.1487,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
3,3,0.45,0.05,0.479,83.9774,0.415,86.6297,86.521,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
4,4,0.45,0.05,0.415,86.5173,0.656,77.1756,77.7591,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
5,5,0.45,0.05,0.373,88.1058,0.354,88.8153,88.7757,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
6,6,0.45,0.05,0.355,88.7381,0.343,88.9241,88.8548,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
7,7,0.45,0.05,0.384,87.9308,0.333,89.29,89.2504,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
8,8,0.45,0.05,0.326,89.833,0.356,88.746,88.9636,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
9,9,0.45,0.05,0.309,90.316,0.305,89.9723,90.4668,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
10,10,0.45,0.05,0.292,90.9643,0.266,91.5546,92.1479,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
11,11,0.45,0.05,0.27,91.7127,0.276,91.3865,91.8117,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
12,12,0.45,0.05,0.259,91.9021,0.251,91.9106,92.7017,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
13,13,0.45,0.05,0.248,92.2687,0.294,90.9019,90.9612,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
14,14,0.45,0.05,0.239,92.5455,0.248,92.1183,92.3952,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
15,15,0.45,0.05,0.231,92.735,0.258,91.7722,92.2765,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
16,16,0.45,0.05,0.424,88.1107,0.273,91.4854,91.4656,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
17,17,0.45,0.05,0.238,92.5608,0.232,92.5435,92.8896,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
18,18,0.45,0.05,0.218,93.1553,0.22,93.2358,93.3445,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
19,19,0.45,0.05,0.61,81.3435,0.397,87.8165,87.678,"[3, 3, 3]",6719,98.4,27956,93.5,38749,95.5
