,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.11,0.05,0.887,72.7274,2.08,39.0526,38.7362,"[9, 18, 50]",31157,92.8,329460,23.5,421385,51.1
1,1,0.11,0.05,0.396,88.0462,0.206,93.7797,93.7896,"[9, 18, 50]",31157,92.8,329460,23.5,421385,51.1
2,2,0.11,0.05,0.268,92.7826,0.372,90.4866,90.6052,"[9, 18, 50]",31157,92.8,329460,23.5,421385,51.1
3,3,0.11,0.05,0.18,94.4649,0.135,96.0938,96.0839,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
4,4,0.11,0.05,0.149,95.5746,0.151,95.4806,95.7971,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
5,5,0.11,0.05,0.139,95.6235,0.165,94.8873,95.4806,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
6,6,0.11,0.05,0.119,96.2703,0.142,95.4707,95.6388,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
7,7,0.11,0.05,0.093,97.1008,0.09,97.1222,97.6661,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
8,8,0.11,0.05,0.082,97.4248,0.081,97.6068,97.5475,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
9,9,0.11,0.05,0.07,97.8261,0.079,97.676,97.9331,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
10,10,0.11,0.05,0.06,98.1857,0.068,97.8639,98.3386,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
11,11,0.11,0.05,0.059,98.1654,0.075,97.5277,97.9529,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
12,12,0.11,0.05,0.051,98.3823,0.066,97.9331,98.0914,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
13,13,0.11,0.05,0.049,98.4459,0.145,95.6487,96.1234,"[9, 18, 49]",30656,92.9,323468,24.9,413697,52.0
14,14,0.11,0.05,0.05,98.5051,0.057,98.21,98.2991,"[9, 18, 48]",30155,93.0,317492,26.3,406033,52.8
15,15,0.11,0.05,0.042,98.6849,0.05,98.4672,98.4771,"[9, 18, 48]",30155,93.0,317492,26.3,406033,52.8
16,16,0.11,0.05,0.039,98.7968,0.067,97.9529,98.1705,"[9, 18, 48]",30155,93.0,317492,26.3,406033,52.8
17,17,0.11,0.05,0.04,98.7552,0.053,98.4968,98.4672,"[9, 18, 48]",30155,93.0,317492,26.3,406033,52.8
18,18,0.11,0.05,0.092,97.259,0.097,97.0233,97.2706,"[9, 18, 48]",30155,93.0,317492,26.3,406033,52.8
19,19,0.11,0.05,0.519,88.2393,0.223,93.4929,93.9181,"[9, 18, 47]",29654,93.1,311532,27.6,398393,53.7
