,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.07,0.05,0.964,70.2198,0.354,89.2504,89.3295,"[10, 25, 106]",59591,86.2,708688,-64.6,913532,-6.1
1,1,0.07,0.05,0.297,90.8272,0.221,93.1665,92.9292,"[10, 25, 106]",59591,86.2,708688,-64.6,913532,-6.1
2,2,0.07,0.05,0.258,92.2002,0.18,94.4324,94.4422,"[10, 25, 105]",59090,86.3,701800,-63.0,904500,-5.1
3,3,0.07,0.05,0.146,95.5679,0.125,96.074,96.3212,"[10, 25, 105]",59090,86.3,701800,-63.0,904500,-5.1
4,4,0.07,0.05,0.17,94.8865,0.51,83.7619,83.4157,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
5,5,0.07,0.05,0.225,93.0994,0.152,95.2433,94.8378,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
6,6,0.07,0.05,0.306,90.8288,0.233,93.1171,92.3655,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
7,7,0.07,0.05,0.202,93.8731,0.147,95.7278,95.0356,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
8,8,0.07,0.05,0.135,95.7641,0.097,97.1321,97.1025,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
9,9,0.07,0.05,0.107,96.6436,0.133,95.6191,95.5795,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
10,10,0.07,0.05,0.094,97.1524,0.086,97.4189,97.1618,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
11,11,0.07,0.05,0.079,97.536,0.089,97.2211,97.1816,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
12,12,0.07,0.05,0.083,97.3953,0.092,97.1717,97.1717,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
13,13,0.07,0.05,0.068,97.8664,0.078,97.587,97.7057,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
14,14,0.07,0.05,0.073,97.7022,0.071,97.7354,97.7255,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
15,15,0.07,0.05,0.074,97.6838,0.065,97.9826,97.8244,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
16,16,0.07,0.05,0.07,97.7569,0.072,97.854,98.1112,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
17,17,0.07,0.05,0.064,97.942,0.096,96.786,96.6377,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
18,18,0.07,0.05,0.061,98.0746,0.061,98.1606,98.1804,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
19,19,0.07,0.05,0.055,98.2684,0.066,97.8639,97.765,"[10, 25, 104]",58589,86.4,694928,-61.4,895492,-4.0
