,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.45,0.05,1.637,41.2976,2.548,22.1123,21.875,"[2, 4, 4]",7250,98.3,35248,91.8,47882,94.4
1,1,0.45,0.05,0.542,81.614,0.303,89.9624,89.824,"[2, 4, 4]",7250,98.3,35248,91.8,47882,94.4
2,2,0.45,0.05,0.749,74.7431,1.679,42.0985,41.5348,"[2, 4, 4]",7250,98.3,35248,91.8,47882,94.4
3,3,0.45,0.05,0.866,70.9535,0.543,82.6147,81.7741,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
4,4,0.45,0.05,0.473,84.676,0.351,88.7955,88.7065,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
5,5,0.45,0.05,0.323,89.9397,0.304,90.2294,89.8141,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
6,6,0.45,0.05,0.234,92.7706,0.217,93.1171,93.038,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
7,7,0.45,0.05,0.196,94.0157,0.202,93.6313,93.6709,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
8,8,0.45,0.05,0.188,94.2408,0.197,94.0368,93.8192,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
9,9,0.45,0.05,0.657,86.1961,1.911,36.2737,36.2737,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
10,10,0.45,0.05,0.75,75.4795,0.362,88.7757,88.3801,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
11,11,0.45,0.05,0.354,89.1108,0.292,91.3568,90.7437,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
12,12,0.45,0.05,1.168,63.7535,1.286,60.7397,59.9684,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
13,13,0.45,0.05,0.772,75.0932,0.418,86.8078,86.8473,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
14,14,0.45,0.05,0.354,89.2943,0.28,91.4062,91.4854,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
15,15,0.45,0.05,0.263,92.0556,0.301,90.2789,90.4173,"[2, 3, 4]",7199,98.3,32992,92.3,45048,94.8
16,16,0.45,0.05,0.362,88.921,0.284,91.4953,90.9513,"[2, 3, 3]",6698,98.4,27736,93.6,38464,95.5
17,17,0.45,0.05,0.26,92.0033,0.24,92.9984,92.6721,"[2, 3, 3]",6698,98.4,27736,93.6,38464,95.5
18,18,0.45,0.05,0.357,88.8395,0.553,82.1301,82.1301,"[2, 3, 3]",6698,98.4,27736,93.6,38464,95.5
19,19,0.45,0.05,0.502,84.3027,0.362,88.4197,88.4691,"[2, 3, 3]",6698,98.4,27736,93.6,38464,95.5
