,epoch,theta,learning_rate,train_loss,train_accuracy(%),validation_loss,validation_accuracy(%),test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.4,0.05,1.601,44.7914,0.861,71.8256,72.7947,"[4, 4, 5]",7793,98.2,40976,90.5,55084,93.6
1,1,0.4,0.05,0.492,84.5321,0.488,84.5629,84.0289,"[3, 4, 5]",7772,98.2,40740,90.5,54775,93.6
2,2,0.4,0.05,0.387,88.0671,0.34,89.1317,89.4581,"[3, 4, 5]",7772,98.2,40740,90.5,54775,93.6
3,3,0.4,0.05,0.587,83.0555,1.433,55.8149,55.7061,"[3, 3, 5]",7721,98.2,38484,91.1,51941,94.0
4,4,0.4,0.05,0.486,85.5195,0.277,91.4062,91.7919,"[3, 3, 5]",7721,98.2,38484,91.1,51941,94.0
5,5,0.4,0.05,0.384,88.2001,0.324,89.3295,89.5372,"[3, 3, 5]",7721,98.2,38484,91.1,51941,94.0
6,6,0.4,0.05,0.223,93.1849,0.215,93.3742,93.3248,"[3, 3, 5]",7721,98.2,38484,91.1,51941,94.0
7,7,0.4,0.05,0.286,91.3276,0.188,94.2741,93.9775,"[3, 3, 5]",7721,98.2,38484,91.1,51941,94.0
8,8,0.4,0.05,0.186,94.3766,0.171,94.8378,94.5115,"[3, 3, 5]",7721,98.2,38484,91.1,51941,94.0
9,9,0.4,0.05,0.19,93.8935,0.258,91.6139,91.1096,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
10,10,0.4,0.05,0.237,92.3493,0.196,93.7994,93.4138,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
11,11,0.4,0.05,0.321,90.2713,0.195,93.9775,93.8884,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
12,12,0.4,0.05,0.408,87.2918,0.349,89.0823,88.0044,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
13,13,0.4,0.05,0.292,91.067,0.27,91.5348,90.8722,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
14,14,0.4,0.05,0.228,93.0175,0.215,93.2555,92.7611,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
15,15,0.4,0.05,0.197,94.003,0.174,94.7983,94.3829,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
16,16,0.4,0.05,0.181,94.3914,0.176,94.551,94.4422,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
17,17,0.4,0.05,0.168,94.8606,0.155,95.1938,94.8279,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
18,18,0.4,0.05,0.156,95.1167,0.15,95.3619,94.7587,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
19,19,0.4,0.05,0.15,95.3728,0.141,95.6784,95.5004,"[3, 3, 4]",7220,98.3,33212,92.3,45333,94.7
