,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,vanilla,0.01,2.302,11.248,50.661,11.1254,51.3647,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
1,1,vanilla,0.01,2.3,11.254,54.1256,11.4023,55.9632,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
2,2,vanilla,0.01,2.298,11.254,56.1217,11.2638,59.4937,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
3,3,vanilla,0.01,2.291,11.356,63.3552,12.2132,67.2666,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
4,4,vanilla,0.01,2.27,15.764,70.1031,22.8738,71.8948,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
5,5,vanilla,0.01,2.206,29.278,76.3899,26.8592,78.5601,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
6,6,vanilla,0.01,2.04,25.358,79.9588,27.6998,83.9003,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
7,7,vanilla,0.01,1.842,31.734,88.1234,35.6606,90.9513,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
8,8,vanilla,0.01,1.679,40.502,91.7827,44.4027,92.148,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
9,9,vanilla,0.01,1.518,47.414,92.9456,48.2595,92.86,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
