,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
-1,0,vanilla,0.01,,,,10.0376,49.7824,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
0,0,vanilla,0.01,2.297,13.1383,54.9712,17.2864,63.1032,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
1,1,vanilla,0.01,2.269,20.435,64.9415,21.0839,68.2456,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
2,2,vanilla,0.01,2.137,21.0633,71.2587,21.5289,73.487,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
3,3,vanilla,0.01,1.949,23.2983,75.2077,26.0384,78.7975,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
4,4,vanilla,0.01,1.801,30.0017,82.28,34.0487,84.909,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
5,5,vanilla,0.01,1.659,35.66,86.8104,37.1539,87.9549,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
6,6,vanilla,0.01,1.575,38.2933,89.233,39.6756,89.9229,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
7,7,vanilla,0.01,1.516,40.38,90.7155,42.1479,91.4063,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
8,8,vanilla,0.01,1.465,42.55,91.8216,43.6511,92.3259,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
9,9,vanilla,0.01,1.413,44.8,92.8627,44.3434,92.9688,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
10,10,vanilla,0.01,1.358,47.465,93.7633,48.3386,94.0269,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
11,11,vanilla,0.01,1.291,50.9583,94.6556,52.2547,94.6203,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
12,12,vanilla,0.01,1.198,56.9983,95.624,59.1673,96.0146,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
13,13,vanilla,0.01,1.06,63.7133,96.7906,67.237,97.1123,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
14,14,vanilla,0.01,0.91,69.5167,97.6662,72.5178,97.7354,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
15,15,vanilla,0.01,0.784,74.8483,98.2143,77.502,98.3386,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
16,16,vanilla,0.01,0.67,78.8517,98.6235,80.182,98.8331,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
17,17,vanilla,0.01,0.581,81.76,98.9122,82.9608,99.0408,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
18,18,vanilla,0.01,0.515,83.9017,99.0927,84.375,99.1397,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
19,19,vanilla,0.01,0.467,85.4467,99.181,85.6804,99.2188,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
