,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.0,0.01,1.808,43.768,86.5337,73.0222,97.7453,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
1,1,0.0,0.01,0.596,81.094,98.8651,85.0178,99.1298,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
2,2,0.0,0.01,0.374,88.554,99.4505,90.9316,99.4858,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
3,3,0.0,0.01,0.277,91.686,99.6883,93.0182,99.555,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
4,4,0.0,0.01,0.227,93.162,99.8122,93.6412,99.8023,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
5,5,0.0,0.01,0.192,94.106,99.8441,93.8093,99.8418,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
6,6,0.0,0.01,0.168,94.758,99.8821,95.3224,99.8814,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
7,7,0.0,0.01,0.156,95.15,99.8841,95.0554,99.8517,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
8,8,0.0,0.01,0.145,95.472,99.9061,96.2816,99.9111,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
9,9,0.0,0.01,0.135,95.814,99.9361,96.0146,99.9209,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
