,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.0,0.01,2.274,22.578,64.976,46.5091,84.9683,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
1,1,0.0,0.01,1.217,68.618,95.3744,75.8109,98.22,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
2,2,0.0,0.01,0.515,84.382,98.933,84.6123,99.2584,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
3,3,0.0,0.01,0.362,89.11,99.4765,90.1108,99.5056,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
4,4,0.0,0.01,0.285,91.278,99.6983,91.7623,99.6737,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
5,5,0.0,0.01,0.238,92.764,99.8042,91.4162,99.7133,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
6,6,0.0,0.01,0.213,93.326,99.815,91.4854,99.8023,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
7,7,0.0,0.01,0.199,93.794,99.8621,94.1654,99.8122,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
8,8,0.0,0.01,0.183,94.3,99.8761,94.0269,99.7924,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
9,9,0.0,0.01,0.166,94.716,99.8921,92.9391,99.8122,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
