,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.0,0.01,2.284,22.142,65.7085,55.1226,87.6187,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
1,1,0.0,0.01,1.363,72.254,94.7259,83.3861,98.5661,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
2,2,0.0,0.01,0.422,87.406,99.2136,89.4581,99.4561,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
3,3,0.0,0.01,0.297,91.146,99.6212,92.5138,99.6935,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
4,4,0.0,0.01,0.231,93.074,99.7442,93.3446,99.8418,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
5,5,0.0,0.01,0.19,94.366,99.8362,94.8477,99.8418,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
6,6,0.0,0.01,0.16,95.226,99.8861,94.6895,99.8616,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
7,7,0.0,0.01,0.14,95.762,99.8961,95.6586,99.8913,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
8,8,0.0,0.01,0.127,96.114,99.9161,96.3014,99.9012,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
9,9,0.0,0.01,0.116,96.428,99.9121,96.6871,99.9209,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
