,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
-1,0,vanilla,0.01,,,,9.8497,46.8354,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
0,0,vanilla,0.01,2.299,11.7717,58.7431,17.0886,62.2528,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
1,1,vanilla,0.01,2.278,20.71,64.404,21.1828,68.8983,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
2,2,vanilla,0.01,2.189,21.0417,71.2203,21.1432,73.6056,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
3,3,vanilla,0.01,2.01,22.2433,76.0583,24.9506,79.7864,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
4,4,vanilla,0.01,1.823,30.3333,83.8636,33.6828,85.9375,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
5,5,vanilla,0.01,1.675,35.655,87.8987,36.7484,88.4988,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
6,6,vanilla,0.01,1.582,38.7667,90.1597,39.8734,90.7338,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
7,7,vanilla,0.01,1.509,41.15,91.9032,40.8426,92.148,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
8,8,vanilla,0.01,1.445,43.4,93.1881,44.5807,93.6314,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
9,9,vanilla,0.01,1.385,46.565,94.152,48.4177,94.373,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
10,10,vanilla,0.01,1.33,49.1133,94.8694,50.9494,94.9367,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
11,11,vanilla,0.01,1.275,51.6433,95.5613,51.2955,95.6982,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
12,12,vanilla,0.01,1.22,54.3033,96.1526,55.6962,96.4102,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
13,13,vanilla,0.01,1.162,57.495,96.5957,59.9881,96.8157,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
14,14,vanilla,0.01,1.092,61.9783,97.1054,65.8426,97.5079,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
15,15,vanilla,0.01,0.973,69.1733,97.7262,72.5079,97.9925,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
16,16,vanilla,0.01,0.8,75.8583,98.3142,77.5712,98.4771,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
17,17,vanilla,0.01,0.662,79.9233,98.699,81.8137,98.8232,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
18,18,vanilla,0.01,0.557,83.3217,98.9167,84.0289,98.9913,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
19,19,vanilla,0.01,0.481,85.4683,99.1405,85.4925,99.2089,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
