,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,vanilla,0.01,2.295,13.538,52.7554,20.5597,53.2634,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
1,1,vanilla,0.01,2.263,20.546,59.8422,20.4806,66.8513,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
2,2,vanilla,0.01,2.162,20.778,74.5277,21.9047,78.837,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
3,3,vanilla,0.01,2.032,25.878,81.5229,28.9952,84.8299,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
4,4,vanilla,0.01,1.909,27.05,85.9515,28.9656,86.9857,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
5,5,vanilla,0.01,1.781,32.878,88.7388,34.7607,89.5075,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
6,6,vanilla,0.01,1.683,38.98,90.3453,40.536,90.7536,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
7,7,vanilla,0.01,1.62,41.866,91.2044,42.2172,91.7524,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
8,8,vanilla,0.01,1.57,43.152,91.8546,44.4719,92.0589,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
9,9,vanilla,0.01,1.526,44.58,92.6491,44.9565,92.949,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
