,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,vanilla,0.01,2.301,16.712,50.9335,19.017,51.6317,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
1,1,vanilla,0.01,2.294,19.61,53.9226,21.0937,57.4862,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
2,2,vanilla,0.01,2.273,21.006,58.4735,20.9751,61.8968,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
3,3,vanilla,0.01,2.203,21.006,64.6152,21.074,69.0071,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
4,4,vanilla,0.01,2.063,21.504,71.8286,22.6562,74.9604,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
5,5,vanilla,0.01,1.919,25.354,76.9713,29.3018,80.3105,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
6,6,vanilla,0.01,1.762,32.524,82.5276,35.7002,84.5629,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
7,7,vanilla,0.01,1.651,36.758,85.5279,38.479,87.2033,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
8,8,vanilla,0.01,1.587,39.42,87.2243,40.8821,88.0637,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
9,9,vanilla,0.01,1.54,42.422,88.5969,44.7389,88.7164,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
