,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
-1,0,vanilla,0.01,,,,9.642,50.1582,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
0,0,vanilla,0.01,2.3,10.1483,51.9184,10.443,52.7294,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
1,1,vanilla,0.01,2.29,16.69,60.249,19.5115,66.5051,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
2,2,vanilla,0.01,2.261,22.545,67.5895,22.32,69.8378,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
3,3,vanilla,0.01,2.165,21.765,74.5813,22.1321,78.6887,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
4,4,vanilla,0.01,1.961,23.0233,81.9879,26.1472,86.699,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
5,5,vanilla,0.01,1.752,31.6233,90.6994,37.9252,93.0677,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
6,6,vanilla,0.01,1.599,38.0017,93.7367,38.6274,94.373,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
7,7,vanilla,0.01,1.519,41.0883,94.5168,42.1875,94.6598,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
8,8,vanilla,0.01,1.459,44.0,95.0637,46.0048,95.1444,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
9,9,vanilla,0.01,1.393,48.3383,95.4635,51.0285,95.4905,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
10,10,vanilla,0.01,1.306,52.95,95.8844,55.805,96.1432,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
11,11,vanilla,0.01,1.179,58.3017,96.6412,61.0166,97.053,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
12,12,vanilla,0.01,1.042,62.1167,97.4747,63.5285,97.6661,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
13,13,vanilla,0.01,0.948,65.215,98.0166,67.2172,98.0321,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
14,14,vanilla,0.01,0.872,68.68,98.252,70.4015,98.2397,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
15,15,vanilla,0.01,0.797,72.2467,98.4086,73.9518,98.2793,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
16,16,vanilla,0.01,0.734,74.945,98.5014,76.3944,98.4276,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
17,17,vanilla,0.01,0.685,77.0333,98.5969,78.5206,98.5068,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
18,18,vanilla,0.01,0.642,78.8833,98.7257,79.6578,98.5859,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
19,19,vanilla,0.01,0.601,80.6883,98.8517,81.5071,98.7046,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
