,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.0,0.01,2.299,16.916,56.6005,38.301,62.6483,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
1,1,0.0,0.01,2.16,50.44,78.7284,66.5051,97.4783,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
2,2,0.0,0.01,0.704,80.21,98.5973,87.0946,99.3869,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
3,3,0.0,0.01,0.372,88.88,99.4186,90.2887,99.6935,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
4,4,0.0,0.01,0.275,91.768,99.6523,92.2567,99.8319,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
5,5,0.0,0.01,0.218,93.404,99.7822,94.017,99.8715,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
6,6,0.0,0.01,0.18,94.602,99.833,94.1752,99.8913,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
7,7,0.0,0.01,0.156,95.282,99.8861,95.4905,99.9308,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
8,8,0.0,0.01,0.138,95.81,99.9061,95.896,99.9111,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
9,9,0.0,0.01,0.126,96.112,99.9121,95.8663,99.9407,"[20, 20, 20]",16460,96.2,84400,80.4,123500,85.7
