,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
-1,0,0.08,0.01,,,,9.2365,54.104,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
0,0,0.08,0.01,2.236,38.0283,76.1827,57.1697,92.6325,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
1,1,0.08,0.01,0.791,78.1217,98.3076,83.8212,99.2584,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
2,2,0.08,0.01,0.392,87.8633,99.4031,86.7583,99.4759,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
3,3,0.08,0.01,0.306,90.5333,99.5969,91.5447,99.6935,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
4,4,0.08,0.01,0.251,92.255,99.7146,92.9094,99.7825,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
5,5,0.08,0.01,0.209,93.58,99.7735,93.1171,99.7825,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
6,6,0.08,0.01,0.179,94.545,99.8318,94.7192,99.8913,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
7,7,0.08,0.01,0.158,95.1233,99.8617,95.3916,99.8913,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
8,8,0.08,0.01,0.142,95.5833,99.8767,95.0257,99.9012,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
9,9,0.08,0.01,0.13,96.0083,99.9051,94.996,99.9111,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
10,10,0.08,0.01,0.122,96.26,99.9178,96.2421,99.9308,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
11,11,0.08,0.01,0.116,96.4083,99.9284,96.43,99.9308,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
12,12,0.08,0.01,0.11,96.6267,99.9284,96.5487,99.9308,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
13,13,0.08,0.01,0.106,96.64,99.935,96.8157,99.9407,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
14,14,0.08,0.01,0.104,96.7667,99.925,96.3706,99.9407,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
15,15,0.08,0.01,0.1,96.7567,99.9434,96.1036,99.9407,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
16,16,0.08,0.01,0.095,96.9733,99.9467,96.9343,99.9407,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
17,17,0.08,0.01,0.095,96.965,99.9467,96.6377,99.9407,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
18,18,0.08,0.01,0.111,96.5283,99.9284,96.6673,99.9506,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
19,19,0.08,0.01,0.123,96.4067,99.8834,97.0134,99.9605,"[20, 20, 20]",16460,96.2,84400,80.4,128500,85.1
