,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.96,3,0.05,2.3,11.2533,53.8774,11.3331,64.646,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
1,1,0.96,3,0.05,1.071,63.7683,90.1086,90.7338,99.6935,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
2,2,0.96,3,0.05,0.225,92.9317,99.7951,93.9972,99.9111,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
3,3,0.96,3,0.05,0.16,95.0133,99.8701,95.2235,99.9407,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
4,4,0.96,3,0.05,0.143,95.4367,99.8901,95.3422,99.9111,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
5,5,0.96,3,0.05,0.168,94.695,99.8884,95.718,99.9407,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
6,6,0.96,3,0.05,0.146,95.4067,99.8862,95.8267,99.9605,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
7,7,0.96,3,0.05,0.133,95.6467,99.9284,94.9565,99.9605,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
8,8,0.96,3,0.05,0.176,94.8033,99.8268,93.8291,99.9605,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
9,9,0.96,3,0.05,0.138,95.525,99.925,94.3137,99.9605,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
