,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.96,1,0.05,2.083,21.5083,63.1741,72.4486,98.4771,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
1,1,0.96,1,0.05,0.431,85.9317,99.337,91.7919,99.7924,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
2,2,0.96,1,0.05,0.307,90.1883,99.6263,91.3964,99.7331,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
3,3,0.96,1,0.05,0.205,93.6433,99.8001,92.1677,99.7627,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
4,4,0.96,1,0.05,0.16,94.9333,99.8767,95.4707,99.8814,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
5,5,0.96,1,0.05,0.143,95.4933,99.9084,95.3026,99.9111,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
6,6,0.96,1,0.05,0.153,95.13,99.9001,94.017,99.8122,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
7,7,0.96,1,0.05,0.161,94.95,99.8951,94.64,99.9012,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
8,8,0.96,1,0.05,0.229,93.6767,99.6135,95.4114,99.9209,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
9,9,0.96,1,0.05,0.144,95.4733,99.8917,95.7872,99.8913,"[2, 2, 12]",11156,97.4,39036,90.9,60978,92.9
