,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.8,0,0.05,1.342,53.5767,80.9985,91.9798,99.7034,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
1,1,0.8,0,0.05,0.206,93.6417,99.7735,94.8971,99.8517,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
2,2,0.8,0,0.05,0.143,95.6917,99.8368,96.3608,99.9209,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
3,3,0.8,0,0.05,0.09,97.1017,99.9578,97.3695,99.9308,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
4,4,0.8,0,0.05,0.084,97.41,99.9584,97.6562,99.9407,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
5,5,0.8,0,0.05,0.081,97.4533,99.9634,97.8343,99.9605,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
6,6,0.8,0,0.05,0.059,98.145,99.9811,95.0257,99.9111,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
7,7,0.8,0,0.05,0.055,98.2217,99.99,97.4684,99.9605,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
8,8,0.8,0,0.05,0.05,98.42,99.9883,97.8145,99.9605,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
9,9,0.8,0,0.05,0.044,98.515,99.985,98.2595,99.9704,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
