,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.6,2,0.05,0.631,80.81,95.5757,95.7773,99.9012,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
1,1,0.6,2,0.05,0.121,96.265,99.9334,97.2508,99.9605,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
2,2,0.6,2,0.05,0.084,97.3383,99.9617,97.9529,99.9704,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
3,3,0.6,2,0.05,0.07,97.7483,99.975,98.0024,99.9803,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
4,4,0.6,2,0.05,0.065,97.9033,99.9711,97.587,99.9605,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
5,5,0.6,2,0.05,0.056,98.2183,99.9833,97.953,99.9605,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
6,6,0.6,2,0.05,0.051,98.3583,99.9917,98.6848,99.9803,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
7,7,0.6,2,0.05,0.044,98.58,99.9883,98.576,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
8,8,0.6,2,0.05,0.04,98.7083,99.9933,98.1705,99.9704,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
9,9,0.6,2,0.05,0.035,98.8867,99.995,98.0222,99.9803,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
