,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.5,2,0.05,0.574,83.9683,96.5985,95.9355,99.8814,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
1,1,0.5,2,0.05,0.106,96.735,99.95,97.6068,99.9506,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
2,2,0.5,2,0.05,0.075,97.6233,99.9634,97.9925,99.9407,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
3,3,0.5,2,0.05,0.062,98.0667,99.9783,98.3485,99.9803,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
4,4,0.5,2,0.05,0.056,98.2483,99.9767,98.1112,99.9902,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
5,5,0.5,2,0.05,0.048,98.4683,99.985,98.2892,99.9803,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
6,6,0.5,2,0.05,0.043,98.6783,99.9867,98.4771,99.9803,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
7,7,0.5,2,0.05,0.04,98.7783,99.995,98.5562,99.9902,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
8,8,0.5,2,0.05,0.036,98.8517,99.9917,98.3782,99.9902,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
9,9,0.5,2,0.05,0.033,98.9517,99.995,98.7441,99.9902,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
