,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.9,1,0.05,1.25,58.9333,84.7942,91.9897,99.5946,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
1,1,0.9,1,0.05,0.199,93.8183,99.7901,94.729,99.8616,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
2,2,0.9,1,0.05,0.135,95.6933,99.9017,96.4794,99.9605,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
3,3,0.9,1,0.05,0.105,96.665,99.9434,97.0629,99.9803,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
4,4,0.9,1,0.05,0.088,97.1783,99.9567,97.231,99.9506,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
5,5,0.9,1,0.05,0.114,96.6683,99.9051,97.3892,99.9803,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
6,6,0.9,1,0.05,0.073,97.6833,99.9783,97.587,99.9803,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
7,7,0.9,1,0.05,0.064,97.8767,99.98,97.32,99.9902,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
8,8,0.9,1,0.05,0.06,98.0433,99.9833,98.0222,99.9803,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
9,9,0.9,1,0.05,0.055,98.1667,99.9817,97.9826,99.9803,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
