,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,1,0.05,0.477,86.3867,97.9905,95.4312,99.9012,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
1,1,0.1,1,0.05,0.116,96.4033,99.93,97.5079,99.9704,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
2,2,0.1,1,0.05,0.08,97.4883,99.9617,96.9541,99.9803,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
3,3,0.1,1,0.05,0.06,98.0983,99.9767,98.0815,99.9902,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
4,4,0.1,1,0.05,0.052,98.335,99.985,98.5364,99.9803,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
5,5,0.1,1,0.05,0.045,98.5983,99.99,98.5562,99.9803,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
6,6,0.1,1,0.05,0.038,98.7817,99.985,98.665,99.9803,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
7,7,0.1,1,0.05,0.034,98.885,99.9933,96.7959,99.9704,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
8,8,0.1,1,0.05,0.031,99.0367,99.995,98.0024,99.9803,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
9,9,0.1,1,0.05,0.028,99.105,99.9983,98.5463,99.9704,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
