,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.6,3,0.05,0.717,76.5633,94.0365,95.5301,99.9407,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
1,1,0.6,3,0.05,0.118,96.41,99.925,96.6179,99.9704,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
2,2,0.6,3,0.05,0.087,97.31,99.9584,96.1036,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
3,3,0.6,3,0.05,0.077,97.54,99.9584,96.43,99.9407,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
4,4,0.6,3,0.05,0.068,97.9067,99.97,98.3683,99.9803,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
5,5,0.6,3,0.05,0.054,98.275,99.9783,98.487,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
6,6,0.6,3,0.05,0.047,98.4833,99.9767,98.2496,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
7,7,0.6,3,0.05,0.044,98.5733,99.9883,98.7639,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
8,8,0.6,3,0.05,0.044,98.58,99.9867,98.5166,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
9,9,0.6,3,0.05,0.04,98.6833,99.9883,98.6947,100.0001,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
