,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.3,2,0.05,0.458,86.1083,98.2443,95.5597,99.9111,"[7, 31, 215]",114443,73.4,740435,-72.0,1089535,-26.5
1,1,0.3,2,0.05,0.112,96.545,99.9334,97.3695,99.9605,"[7, 31, 215]",114443,73.4,740435,-72.0,1089535,-26.5
2,2,0.3,2,0.05,0.077,97.5467,99.9667,97.5178,99.9605,"[7, 31, 215]",114443,73.4,740435,-72.0,1089535,-26.5
3,3,0.3,2,0.05,0.063,97.99,99.975,98.2298,99.9704,"[7, 31, 215]",114443,73.4,740435,-72.0,1089535,-26.5
4,4,0.3,2,0.05,0.055,98.255,99.9883,98.2892,99.9704,"[7, 31, 215]",114443,73.4,740435,-72.0,1089535,-26.5
5,5,0.3,2,0.05,0.048,98.435,99.9833,98.2101,99.9704,"[7, 31, 215]",114443,73.4,740435,-72.0,1089535,-26.5
6,6,0.3,2,0.05,0.043,98.5917,99.9917,98.487,99.9803,"[7, 31, 215]",114443,73.4,740435,-72.0,1089535,-26.5
7,7,0.3,2,0.05,0.037,98.73,99.9967,98.4573,99.9704,"[7, 31, 215]",114443,73.4,740435,-72.0,1089535,-26.5
8,8,0.3,2,0.05,0.034,98.9183,99.995,98.5166,99.9803,"[7, 31, 215]",114443,73.4,740435,-72.0,1089535,-26.5
9,9,0.3,2,0.05,0.031,98.9983,99.9983,98.5166,99.9803,"[7, 31, 215]",114443,73.4,740435,-72.0,1089535,-26.5
