,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.2,1,0.05,0.514,85.075,97.578,96.2717,99.9012,"[8, 36, 245]",129749,69.9,866475,-101.3,1271520,-47.7
1,1,0.2,1,0.05,0.114,96.4817,99.93,97.0629,99.9605,"[8, 36, 245]",129749,69.9,866475,-101.3,1271520,-47.7
2,2,0.2,1,0.05,0.079,97.4617,99.9667,97.3991,99.9704,"[8, 36, 245]",129749,69.9,866475,-101.3,1271520,-47.7
3,3,0.2,1,0.05,0.061,98.0617,99.9717,98.2595,99.9803,"[8, 36, 245]",129749,69.9,866475,-101.3,1271520,-47.7
4,4,0.2,1,0.05,0.05,98.4017,99.9833,98.2397,99.9803,"[8, 36, 245]",129749,69.9,866475,-101.3,1271520,-47.7
5,5,0.2,1,0.05,0.042,98.6283,99.99,98.0617,99.9803,"[8, 36, 245]",129749,69.9,866475,-101.3,1271520,-47.7
6,6,0.2,1,0.05,0.038,98.7983,99.9933,98.6353,100.0001,"[8, 36, 245]",129749,69.9,866475,-101.3,1271520,-47.7
7,7,0.2,1,0.05,0.042,98.7933,99.9717,98.3782,99.9902,"[8, 36, 245]",129749,69.9,866475,-101.3,1271520,-47.7
8,8,0.2,1,0.05,0.03,99.0317,99.9933,98.6452,99.9902,"[8, 36, 245]",129749,69.9,866475,-101.3,1271520,-47.7
9,9,0.2,1,0.05,0.026,99.1133,99.9967,98.3881,99.9902,"[8, 36, 245]",129749,69.9,866475,-101.3,1271520,-47.7
