,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.8,1,0.05,0.997,68.105,89.9554,90.8327,99.8023,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
1,1,0.8,1,0.05,0.15,95.4817,99.8734,96.0146,99.9209,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
2,2,0.8,1,0.05,0.118,96.29,99.9239,82.3576,97.765,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
3,3,0.8,1,0.05,0.1,96.8917,99.9267,97.3695,99.9704,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
4,4,0.8,1,0.05,0.077,97.5167,99.9717,97.676,99.9902,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
5,5,0.8,1,0.05,0.063,98.0183,99.9767,96.4498,99.9902,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
6,6,0.8,1,0.05,0.059,98.1117,99.9767,97.9035,99.9902,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
7,7,0.8,1,0.05,0.057,98.1717,99.98,98.2991,99.9902,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
8,8,0.8,1,0.05,0.048,98.4317,99.9883,98.2299,99.9803,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
9,9,0.8,1,0.05,0.052,98.3467,99.9817,94.8873,99.9704,"[2, 9, 61]",36062,91.6,185098,57.0,278244,67.7
