,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.6,1,0.05,0.605,81.8467,96.5985,95.4312,99.8913,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
1,1,0.6,1,0.05,0.119,96.3467,99.9367,96.8157,99.9704,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
2,2,0.6,1,0.05,0.086,97.2233,99.955,97.4486,99.9605,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
3,3,0.6,1,0.05,0.075,97.7283,99.9534,97.8343,99.9803,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
4,4,0.6,1,0.05,0.063,97.9617,99.9717,97.9529,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
5,5,0.6,1,0.05,0.067,98.0767,99.9484,98.1705,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
6,6,0.6,1,0.05,0.048,98.4633,99.9833,97.9826,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
7,7,0.6,1,0.05,0.043,98.6033,99.9917,96.341,99.9704,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
8,8,0.6,1,0.05,0.039,98.7467,99.9917,98.22,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
9,9,0.6,1,0.05,0.058,98.46,99.9467,98.4079,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
