,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.6,0,0.05,0.487,84.9883,97.5746,93.9972,99.8319,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
1,1,0.6,0,0.05,0.125,96.0617,99.93,94.64,99.8517,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
2,2,0.6,0,0.05,0.096,97.045,99.9267,97.4288,99.9605,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
3,3,0.6,0,0.05,0.075,97.6767,99.9684,97.6068,99.9506,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
4,4,0.6,0,0.05,0.064,97.9267,99.975,98.0024,99.9506,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
5,5,0.6,0,0.05,0.053,98.3167,99.9833,97.8541,99.9605,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
6,6,0.6,0,0.05,0.048,98.4417,99.99,98.1804,99.9605,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
7,7,0.6,0,0.05,0.043,98.5983,99.9933,97.6661,99.9704,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
8,8,0.6,0,0.05,0.053,98.5167,99.97,98.2991,99.9902,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
9,9,0.6,0,0.05,0.035,98.8967,99.9933,97.9332,99.9704,"[4, 18, 122]",67124,84.4,388032,9.9,576936,33.0
