,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.5,1,0.05,0.721,77.7483,93.9382,95.0455,99.8517,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
1,1,0.5,1,0.05,0.137,95.69,99.91,96.964,99.9308,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
2,2,0.5,1,0.05,0.094,97.0017,99.9484,97.6266,99.9506,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
3,3,0.5,1,0.05,0.072,97.625,99.975,93.9181,99.8715,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
4,4,0.5,1,0.05,0.057,98.1567,99.9767,98.0518,99.9704,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
5,5,0.5,1,0.05,0.051,98.3083,99.9867,97.7749,99.9605,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
6,6,0.5,1,0.05,0.046,98.4717,99.99,98.4771,99.9803,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
7,7,0.5,1,0.05,0.041,98.69,99.995,97.9331,99.9704,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
8,8,0.5,1,0.05,0.038,98.8017,99.995,98.487,99.9803,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
9,9,0.5,1,0.05,0.032,98.9333,99.995,98.398,99.9902,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
