,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.7,3,0.05,1.046,66.485,87.7865,94.8774,99.8517,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
1,1,0.7,3,0.05,0.137,95.8667,99.9162,96.4498,99.9506,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
2,2,0.7,3,0.05,0.096,96.99,99.9467,97.6562,99.9605,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
3,3,0.7,3,0.05,0.08,97.4667,99.96,97.3497,99.9902,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
4,4,0.7,3,0.05,0.073,97.69,99.9684,97.864,99.9605,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
5,5,0.7,3,0.05,0.068,97.9017,99.9733,98.0123,99.9902,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
6,6,0.7,3,0.05,0.063,98.0,99.9717,98.2892,99.9902,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
7,7,0.7,3,0.05,0.056,98.1667,99.9783,98.1112,99.9803,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
8,8,0.7,3,0.05,0.048,98.4917,99.985,98.5166,100.0001,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
9,9,0.7,3,0.05,0.042,98.645,99.99,98.7145,100.0001,"[3, 13, 92]",51818,88.0,284696,33.9,425223,50.6
