,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.1,4,0.05,0.416,87.6233,98.1521,94.8477,99.8221,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
1,1,0.1,4,0.05,0.118,96.4033,99.8751,97.7552,99.9902,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
2,2,0.1,4,0.05,0.078,97.52,99.9667,97.5079,99.9902,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
3,3,0.1,4,0.05,0.064,97.955,99.9634,98.5364,99.9902,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
4,4,0.1,4,0.05,0.053,98.3117,99.9833,98.4178,100.0001,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
5,5,0.1,4,0.05,0.043,98.6167,99.9883,97.1321,100.0001,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
6,6,0.1,4,0.05,0.039,98.79,99.9917,98.576,99.9902,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
7,7,0.1,4,0.05,0.034,98.875,99.9883,98.7342,99.9902,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
8,8,0.1,4,0.05,0.03,99.03,99.9933,98.8826,99.9902,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
9,9,0.1,4,0.05,0.027,99.115,99.995,98.9617,100.0001,"[9, 40, 276]",145505,66.2,1000981,-132.5,1465043,-70.2
