,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.9,2,0.05,1.473,49.5633,79.2344,91.426,99.5056,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
1,1,0.9,2,0.05,0.196,93.845,99.8151,95.629,99.9111,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
2,2,0.9,2,0.05,0.123,96.09,99.925,96.786,99.9506,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
3,3,0.9,2,0.05,0.108,96.51,99.9345,96.7068,99.8616,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
4,4,0.9,2,0.05,0.087,97.1633,99.9617,97.231,99.9704,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
5,5,0.9,2,0.05,0.076,97.5183,99.9567,97.587,99.9803,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
6,6,0.9,2,0.05,0.073,97.6117,99.9783,97.7453,99.9605,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
7,7,0.9,2,0.05,0.179,95.2683,99.7285,96.1135,99.9803,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
8,8,0.9,2,0.05,0.085,97.245,99.9617,97.9035,99.9902,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
9,9,0.9,2,0.05,0.071,97.73,99.9783,97.5376,99.9902,"[2, 4, 30]",20276,95.3,90340,79.0,137550,84.0
