,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.0,3,0.05,0.318,90.4183,99.1088,95.4213,99.9012,"[10, 45, 307]",161312,62.5,1142722,-165.4,1668396,-93.8
1,1,0.0,3,0.05,0.103,96.8233,99.9467,97.587,99.9704,"[10, 45, 307]",161312,62.5,1142722,-165.4,1668396,-93.8
2,2,0.0,3,0.05,0.073,97.7067,99.9767,97.1321,99.9803,"[10, 45, 307]",161312,62.5,1142722,-165.4,1668396,-93.8
3,3,0.0,3,0.05,0.059,98.19,99.9833,98.4079,100.0001,"[10, 45, 307]",161312,62.5,1142722,-165.4,1668396,-93.8
4,4,0.0,3,0.05,0.05,98.4367,99.9867,98.5364,99.9803,"[10, 45, 307]",161312,62.5,1142722,-165.4,1668396,-93.8
5,5,0.0,3,0.05,0.044,98.5917,99.9933,98.487,99.9902,"[10, 45, 307]",161312,62.5,1142722,-165.4,1668396,-93.8
6,6,0.0,3,0.05,0.036,98.83,99.995,98.7837,100.0001,"[10, 45, 307]",161312,62.5,1142722,-165.4,1668396,-93.8
7,7,0.0,3,0.05,0.032,98.9383,99.9917,98.6254,100.0001,"[10, 45, 307]",161312,62.5,1142722,-165.4,1668396,-93.8
8,8,0.0,3,0.05,0.028,99.0867,99.995,98.9122,100.0001,"[10, 45, 307]",161312,62.5,1142722,-165.4,1668396,-93.8
9,9,0.0,3,0.05,0.024,99.2,99.995,98.843,100.0001,"[10, 45, 307]",161312,62.5,1142722,-165.4,1668396,-93.8
