,epoch,cr layerwise,cross val,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.5,0,0.05,0.679,78.9717,94.8461,95.1642,99.8814,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
1,1,0.5,0,0.05,0.116,96.4167,99.9134,96.1333,99.9209,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
2,2,0.5,0,0.05,0.086,97.33,99.9617,96.4399,99.9407,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
3,3,0.5,0,0.05,0.07,97.77,99.9733,97.3299,99.9704,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
4,4,0.5,0,0.05,0.057,98.205,99.985,98.3189,99.9605,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
5,5,0.5,0,0.05,0.05,98.395,99.9883,98.1804,99.9605,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
6,6,0.5,0,0.05,0.045,98.4917,99.9917,98.4573,99.9803,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
7,7,0.5,0,0.05,0.04,98.7417,99.9933,97.7749,99.9506,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
8,8,0.5,0,0.05,0.038,98.7717,99.9967,98.398,99.9704,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
9,9,0.5,0,0.05,0.065,98.3683,99.9317,98.4178,99.9704,"[5, 22, 153]",82880,80.7,499204,-16.0,739347,14.1
