,epoch,theta,learning_rate,train_loss,train_accuracy(%),top_5_accuracy(%),test_accuracy(%),top_5_test_accuracy(%),ranks,# effective parameters,cr_test (%),# effective parameters train,cr_train (%),# effective parameters train with grads,cr_train_grads (%)
0,0,0.08,0.05,3.975,7.8,27.086,12.04,37.11,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
1,1,0.08,0.05,3.739,10.172,33.968,11.47,37.47,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
2,2,0.08,0.05,3.518,13.976,40.726,15.4501,42.84,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
3,3,0.08,0.05,3.385,15.93,44.42,16.7201,46.39,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
4,4,0.08,0.05,3.171,19.668,50.566,23.9301,55.87,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
5,5,0.08,0.05,2.98,23.486,55.562,26.14,59.53,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
6,6,0.08,0.05,3.093,21.402,52.512,19.9101,50.1,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
7,7,0.08,0.05,2.909,24.77,57.396,29.41,64.11,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
8,8,0.08,0.05,2.771,27.378,60.924,24.72,57.52,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
9,9,0.08,0.05,2.695,29.046,62.672,32.74,66.32,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
10,10,0.08,0.05,2.603,31.186,64.768,34.97,68.4799,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
11,11,0.08,0.05,2.926,24.518,56.314,27.27,60.62,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
12,12,0.08,0.05,2.683,29.41,63.174,34.38,68.7599,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
13,13,0.08,0.05,2.51,33.108,67.022,35.48,69.2599,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
14,14,0.08,0.05,2.839,26.484,58.396,23.1601,58.83,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
15,15,0.08,0.05,2.754,27.736,60.766,27.49,61.5599,"[101, 118]",3558427,84.9,8789288,62.8,13030748,72.4
16,16,0.08,0.05,2.694,28.484,62.618,35.87,69.1299,"[101, 117]",3554330,85.0,8754640,63.0,12986968,72.5
17,17,0.08,0.05,2.492,33.318,67.342,38.2,71.1099,"[101, 117]",3554330,85.0,8754640,63.0,12986968,72.5
18,18,0.08,0.05,2.477,33.586,67.47,39.81,72.9699,"[101, 117]",3554330,85.0,8754640,63.0,12986968,72.5
19,19,0.08,0.05,2.32,37.268,70.734,18.6501,46.29,"[101, 115]",3546136,85.0,8685392,63.2,12899480,72.7
20,20,0.08,0.05,2.379,36.112,69.586,39.52,71.5299,"[101, 115]",3546136,85.0,8685392,63.2,12899480,72.7
21,21,0.08,0.05,2.454,34.15,67.922,38.7,70.8199,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
22,22,0.08,0.05,2.278,38.458,71.668,39.28,71.4,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
23,23,0.08,0.05,2.241,39.222,72.546,43.19,74.49,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
24,24,0.08,0.05,2.152,41.932,74.146,43.27,73.99,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
25,25,0.08,0.05,2.09,42.87,75.47,44.04,74.7,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
26,26,0.08,0.05,2.159,41.538,73.878,38.96,71.1199,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
27,27,0.08,0.05,2.243,39.322,72.124,41.06,72.0099,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
28,28,0.08,0.05,2.113,42.478,75.006,33.17,66.8199,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
29,29,0.08,0.05,2.321,37.7,70.464,35.94,69.8599,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
30,30,0.08,0.05,2.244,38.716,72.522,41.99,72.85,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
31,31,0.08,0.05,2.175,40.76,73.514,43.42,74.4999,"[101, 114]",3542039,85.0,8650792,63.4,12855772,72.8
